"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"MFAP2",4.91761792837587,2.05810864940117,6.74682734696229,4.54184313788729,6.81960304618404,4.76505730504046,3.63540615254069,6.82426760838779,4.44550159570351,5.32545837490823,0.926682638615192,4.16549393887634,5.35104169099774,3.06189713701189,2.77247689891397,8.04030013360192,1.67459623682805,3.449957483628,0.351402183629964,4.4997247274951,6.96447718809036,7.89811884651879,4.14761604716711,5.78924409881011,2.41294407336872,5.8339703653161,5.02379648325991,0.895225054998661,0.503552275664581,4.16547785953213,6.03059431003204,2.25646724160702,7.35469633875993,4.2726652396169,4.85359151624147,2.73917843313423,2.17593970540604,-1.03209362970985,0.841570637395517,4.15864401965648,2.62358597239971,4.5856356013623,2.66177239822476,4.68858882185217,7.80030005402311
"ACTL8",-9.96578428466209,-9.96578428466209,-0.441046697649711,-5.21625001699283,-5.15842936260448,-4.16359106772026,-9.96578428466209,-5.13796526004477,-9.96578428466209,-4.02092583885455,-3.96128289242715,-5.25980638297956,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.24879339025715,-3.6510877590058,-5.1949552386296,-9.96578428466209,-9.96578428466209,-4.39896913065119,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.33351606916257,-4.07582408500345,-9.96578428466209,-9.96578428466209,-3.7838866415537,-9.96578428466209,-5.01158797427521,-9.96578428466209,-1.02620507034739,-4.18705004054425,-5.28771237954945,-3.08926733809709,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.32192809488736,-5.24879339025715,-9.96578428466209,-2.66383088953599,-9.96578428466209,-9.96578428466209
"RGS4",1.50197408519129,4.02823319144275,2.06405506441044,1.29977216213346,0.930472424972495,2.15364322640519,2.00995622936492,2.30999103926007,0.876644634773139,1.6085727159038,0.662205499653616,2.397939833457,3.8110496691694,-0.0608486625670384,-0.45600928033515,3.29039491265952,0.220329954879555,1.01977306904003,-1.61927055149645,1.88565245129959,3.55114683733661,2.8275548450011,1.69354271275202,2.98928435974767,0.0336520524899968,2.40078382255496,0.863779903795878,-0.712409504476059,-0.065068394097752,3.97824139973736,2.26008589249268,1.67486736914249,3.74011804283313,0.691980750603277,1.22410203210158,0.600840628029764,1.61588707391606,-0.869859864663551,0.556404890038546,0.633384708557343,1.73326755935476,0.734742131297059,0.816722571001302,1.43994222375148,1.87805827183431
"PLA2G2D",-0.403351040383744,-3.5769059458501,-2.94674961529775,0.108491002592243,-3.69152262340504,-2.26465112981411,-3.06009643613523,2.10272531001109,-0.27840860122462,-3.52450001273505,-2.06009643613523,-3.38383053381327,0.554539737818983,-1.28771237954945,-1.58640591759082,-5.28771237954945,-2.16036283849033,-1.24263532761451,-2.2351443287453,-2.68687026516215,-2.33569921465996,-4.25704524330251,-4.46434513950321,-0.287536280063007,0.525567788901347,-5.13289427049735,-2.43752554190368,-0.616392466366149,3.66908347410581,-2.99309163065782,-1.43557305136221,-2.61440330398775,-2.10469737866669,3.27491762148204,-1.96296926905503,0.743558052222053,-1.13828278949271,-2.12092162883127,-0.231074664436249,-1.75681839835553,-0.527616210305357,1.18897054690406,-0.878056266489599,0.922654566083151,-9.96578428466209
"GBP1",6.3351598623999,4.82586193160209,6.71419193085513,6.07917967890021,6.58802197571097,6.53188202783709,5.38756933436332,8.34066062315278,6.01228484405145,4.82721438839114,5.05548201258905,5.23127495070569,5.89192705442441,5.76778190233336,5.36772750149323,6.67169815358509,5.793617614241,5.89127335450528,5.41092786037768,6.99189593459558,5.53076994016768,7.15819865722206,5.00750500165434,6.03859640392056,3.63156996830952,6.05099354039203,7.43063235462517,6.55773938605335,6.37062812869347,6.00040119376982,6.92332035364441,5.87686315183184,6.59485902997223,6.10430310837714,5.58978745181984,5.80563554506046,5.49414996107811,5.08307717821835,5.51874913546359,6.55639569290192,5.79905880427406,7.25853023105446,6.04885519782972,7.04989427943652,6.53127383925058
"CD160",-1.55469705786349,-2.45561353351032,-4.12532105079254,-1.1742957680635,-4.5462453931483,0.234869151705381,-3.66017849507666,-3.7998723457264,-1.06461568920175,-2.08314123530025,0.194465331637996,-4.24058846743542,-2.38986692354394,-3.05649119883826,-2.93456555405137,-3.87197061125936,0.394294620494657,-3.38082178394093,0.589571753973746,-3.32915966411844,-2.37557152325373,-6.05889368905357,-4.74468055929421,-1.57003595648305,-3.69525534228137,-2.13860038884256,-9.96578428466209,-0.513337106747386,-0.294243217950203,-2.16812275880833,-3.66932687729084,-0.905358545884938,-3.45008444637804,0.375400928906357,-1.0852824135341,0.670296504107494,0.1598874787305,0.621243097740013,0.987757428886253,-3.72737954533701,0.576280257621355,1.46346551992179,-0.230905343968841,-1.08681377451101,-3.50144275190098
"ID3",6.24271110408313,5.9000480424364,6.52474072074786,5.96332845991067,5.33853494823146,6.12363102247109,5.64749296437664,7.47786348019789,6.41772764464813,5.43611185594303,5.54816840645584,5.81010372725014,6.41352469436589,5.94648992304917,5.21766501064355,7.82942782442097,5.33212429378572,6.34826606378728,5.22662027269312,4.94091844779871,5.79420009582201,7.54622696260143,5.03406601387197,6.72839809808918,5.52246697417054,5.41796387652077,5.35584086881792,5.16445243128905,6.52319966866528,6.14566115346465,6.47081665702504,5.37025496935095,8.3088823277894,6.39354490871952,5.16142417236864,6.22386849620141,6.24101070051414,5.72439652279485,5.76645205115569,5.4535307484392,6.2827085245585,6.91947833806498,5.67541794983475,8.105842001677,8.21943089281498
"SLC2A1",6.981760199142,6.55976252256171,8.19392152363105,7.15223210310563,9.79650804352428,6.85125931635323,8.08900124903552,7.86972091201279,7.88958731333712,4.00968755939569,1.27506666176574,8.24111512720608,5.52033109497977,7.68200717567463,6.4850838242964,8.55679264928222,5.17915272058281,7.47854313800713,1.5047220765762,9.10316766625899,5.90628694191004,7.83997721808237,9.78548712511889,5.39710813827721,6.50782317674145,8.71683523402374,7.83928064578546,0.718526026462262,5.41956922824008,7.12980950455675,8.21929148318845,5.86253321942149,4.53816564694119,7.21168683840795,8.55936638261123,2.72414818761432,4.14677739640424,0.470927257475127,1.93772102576179,8.36541740449941,3.29791038344051,4.38162254595666,5.23753695050869,4.78088223361464,7.50838111127049
"CDC20",3.70454001790255,5.97229746684713,4.62828367215651,5.51296953787364,5.74977290937814,3.41375653891978,6.90065914153156,4.38562430396611,3.80606622608903,0.60055521900627,1.45364926604329,6.45657455049537,3.5762439720785,3.67610940735382,3.72762644146572,4.39871975368855,2.58385601031427,5.37539397788437,-0.198924140832543,6.09662028922997,7.63887824851679,4.68836502068735,4.4141829002429,3.52599366934403,4.99916570074161,4.58948786276803,5.08362611574653,-0.330247532744238,3.62930998675896,3.51438741388476,4.13028843106983,4.88690614375656,3.24636247972758,2.4068359534841,3.77769323613867,1.85853806633654,3.76498302218747,0.376401526593598,-0.238033969263056,5.56133530221286,1.81249822533356,2.8399797367209,2.89408046688604,2.59076966745646,4.23513730280334
"MPL",1.10982856530709,1.82305637424759,0.56120392076992,0.284751009534226,1.77782997700626,1.41104653917318,-0.130839261599883,1.01027856729727,0.853915827815345,1.10567807789454,0.439357178474257,1.59019479311744,0.918691534424397,1.06440003345656,-1.8216359181532,1.06239806379848,1.07066410077879,0.929412287901253,0.852877774053579,0.798092000728636,0.739416093401029,0.412835710050164,0.724039015767268,1.17229548475702,0.411643176039014,1.81958644208501,-0.161330549006808,0.560030123126304,0.272262124974296,1.58332651911003,0.277270659655642,1.19004588689444,0.654068862729081,1.29348820237551,2.07265464067569,0.747516301864846,0.96236393150695,0.254714967976918,0.428035163281905,0.800578977798368,0.656175990326421,2.73589038579588,1.20739313045834,4.00289150735137,1.57366536306438
"ARTN",-2.59946207041627,2.6025756508167,-1.17006927816036,-1.00839199160684,4.82764629726586,-0.25068027542592,-1.37145968073724,-1.78886317301772,-1.1752728727679,0.566279370299755,-1.23650343863468,0.621055503299739,0.769517870279519,-0.928511894415818,-0.377257024239628,-0.154409591152145,-0.855692532736958,-1.22330641765841,-2.94897599697553,-1.55681773300778,3.27421692583352,0.863700623947478,0.380618638177376,0.538140809074958,2.2762882116694,0.838185352210878,-1.42197910869769,-4.32481637421219,-0.279809106167403,0.015354834293464,1.28912622017512,-0.823932594214065,0.856308489717443,-0.750008631641805,-0.362528860115241,-1.39479015591886,0.706287412243074,-2.38986692354394,-2.03386489456205,-2.26603833669108,-1.04364591535463,-0.283843147570394,-1.14784131633696,1.33393888996737,-0.404114472094052
"FAAH",5.86123830346628,6.0432657529985,4.84853280829248,6.44170589562875,4.86710572950265,5.7314602384995,4.74341802395853,3.99480597608493,5.62329917466256,5.18600525931951,5.77468428862281,5.38681784270354,5.52141513474625,6.23878685958712,4.02369891726641,4.53450988412709,6.33432513646672,5.36248391585791,6.00700707743434,4.6652051448114,4.88371855654118,4.54195461847365,5.02803423042988,5.4749162126978,5.69708988939544,5.47738267169453,6.11211209384669,6.36890276625293,4.29898816239159,5.84151277144371,4.84389844522663,5.64499835201054,5.69970153531885,5.48932135087865,6.28431238761251,5.79466799101907,6.0514656389281,6.02531234304607,5.86415642359193,4.47314398345795,6.44684344607731,4.78924409881011,5.82805268165223,6.16413258986187,5.22042282925322
"CNN3",7.14675296237497,7.07192244990908,7.73852534099078,6.99783207518272,8.7415246256357,7.24628456354744,7.48861622799649,8.68981631314986,7.03541716727497,8.61004483403828,6.88733761070237,6.95639706782645,7.63281930118138,6.13611959434162,4.9774905873943,8.86636402209807,6.70401012828,5.82540404623068,6.99020609794419,7.0271794913447,7.33854653592507,8.46268712203267,7.20998453053688,7.32234912006205,5.6167164439641,7.33478009516993,7.06259342128129,6.45196111826881,5.73160143215424,7.04058891563731,7.73711819617993,6.81624769310335,9.13785826220614,6.43297777480438,6.36364769062174,7.16204886834889,7.01942615722528,6.88999182669061,6.71789161188304,7.19869353194577,7.27006634617352,8.04898321737696,7.07837286692055,7.07952638404522,8.54729828082812
"F3",7.05295923709746,4.29428254888763,6.64273478000382,5.68736588462647,10.6235940194731,6.6939092498889,9.15621406351147,7.58051937866382,8.61638894387538,8.00821906590233,3.58981141625662,8.00396365217313,6.5784164716317,7.05710255377611,5.81895534467632,7.49882767063299,4.063770402837,9.06667153411729,1.93058596489628,9.37744958575986,4.05010113507351,7.68624558184521,9.44642166708267,7.07613149056376,4.67885503084845,9.63150467219341,9.31099601052484,2.80148979628931,3.10539313089379,8.03217965572654,7.28975978386173,6.68613910781856,5.76517933285349,5.93260689908004,6.31792990130593,2.95919518787402,3.04718936371245,0.9147941118626,2.45880194158901,7.04971135079486,3.86117129343078,6.44033267593089,4.90284056105608,7.28622413590322,8.30107041137079
"FASLG",-0.0837526763099868,3.87039431302431,1.43279909892093,0.775851231035541,-3.19892414083254,0.512682003339547,-0.0620530412581997,3.2982330683839,0.331131922217202,-2.22904412920888,0.303108551381074,-2.72165834137836,1.79805051476751,-0.46952967460081,0.240375394498092,-0.736244426922552,0.554343265662764,-0.547931769776189,0.192572941386922,0.780226096886614,-0.219269963523624,-2.02679284588654,-3.80995411310556,0.964213777946939,-1.09572786618914,-1.28806464302108,-0.360304766600418,0.438399319609223,1.1751732656638,0.32676742469588,0.616263584661559,-0.176250639691727,-0.190174003902549,0.854713822769531,0.633105666286871,0.863859179287882,0.728747725429758,0.278698481668324,0.869239718776284,0.961252884058208,1.18764107818068,3.00075721614462,0.298541018516531,1.61992942411608,-1.33861522382024
"TNFSF4",0.257614130049541,-0.0341603169119858,2.15458320905307,-0.391001563823334,1.05866283937856,0.587364990936461,0.822607794060249,2.20951575109266,0.530270547646204,-0.266385346925077,-1.5929192245495,0.711935356978922,0.309525466027827,-0.447131128988697,0.323427718060932,1.49359610099732,0.00805655487105814,-0.277708858254245,-0.730009365511682,0.172231468825481,-0.285073141589995,3.67395209328901,0.846633717408971,0.0366088286051011,-1.02796911585867,0.0255958358826832,0.822281466295707,-1.04572922985512,0.567058626299195,0.800247628453575,1.45291166493996,-0.0487106217838668,1.72844299661384,-0.333879697404169,-0.159879226538468,-0.934014170501415,-1.57518537910963,-0.779670045120444,-1.26812165119157,0.834387614605389,-0.915935735211525,-1.12186323337305,-1.67392291507687,-0.507582759924142,1.89433274227769
"STMN1",3.48435729074489,5.54913006140292,4.40388802964913,4.376637677588,5.26737099483006,3.8894346028682,5.00800723755833,3.97807662074066,4.4005174366109,3.31875066934634,2.06791401408847,5.67202642407782,3.69156766364114,4.16742216028192,2.89106916445976,4.36096117874348,2.44979905307263,4.34207822471596,1.65526022601937,5.71070726652703,6.00695548086498,4.75969913951415,3.54763490473049,3.53497047299857,4.56452450383551,4.9425191970228,3.87093675188789,1.85087941508807,4.66029545683582,3.67502550613107,3.86249106613352,4.05338941954463,4.0958316120693,3.54943506799538,3.78703537618707,2.65062671542609,2.99249654050693,1.68315744808926,1.52014562688083,4.31905427135225,2.98502674054015,4.56718034703674,2.74674271577774,3.94218604956932,4.4125241201629
"NEK2",2.56567028354784,4.8960829005496,3.46008724011683,4.13081558136981,4.59350914816006,2.30780736505447,4.62427639429878,3.53095716780522,2.44577966475088,0.567253374550151,-1.27299444968944,5.23791547765687,2.6161459356086,3.61691048301495,3.98958410278843,3.40907860128668,1.21536797220348,2.79416629751484,-2.70368943929191,4.79043321492185,5.65425221343669,3.65152246408525,2.7912097835233,1.76523769033304,4.04125174493025,3.5087328795124,3.02593241128836,-1.29619053347375,1.53086979793141,2.05585506092862,4.19780250005091,4.19543422042393,1.74901931063085,1.32929584810252,2.6231411188899,0.620023297626271,1.67355642399014,-0.733123527871812,-1.16133054900681,4.03770727500709,0.821873452762942,2.00791308164326,1.49646234958226,1.55493260188047,3.09723996286187
"CENPF",3.66884528302107,6.51005995298299,4.60692778267485,5.36333931162948,5.86098017364007,3.50493813164961,6.49290107400693,4.78261300213727,3.67726016082765,1.96668885934676,1.35760830381385,6.40956404915604,4.14247879064225,4.80713334830505,4.89555468312333,4.90994587164569,2.62482615506076,4.41644794568167,-0.54814270552346,6.30029032059534,7.1389025053379,4.73645875851487,3.79781194733731,4.04801816037839,5.48378353790871,5.05579433870216,4.67258940384339,0.711935356978922,4.01554217121876,3.94085268991721,5.49691607650696,5.15191156957534,4.36539159444796,2.76190222337708,3.80969225461952,1.74463473857208,3.14166166817855,0.423739507165316,0.199122642013601,4.83246979968003,2.4262110720274,3.40506656021047,2.67161041347634,3.1122330575985,4.26328986046291
"CCN2",6.26243691621086,4.62210454643342,7.24401649986501,6.30873401054377,5.55636810114025,6.22244909752835,5.51028470610582,8.81927827363995,5.91492323926577,8.43355539773053,3.17090249685621,6.3655858146852,6.14489476425503,7.72555644591018,4.82163369099101,8.34336962235443,5.16220197834363,6.38595038294766,2.58638045379863,5.31079089238301,5.76929834338514,7.66584823169061,7.60073806566137,7.23342027389799,5.85873448211731,6.28851360297135,5.71886572777724,4.1523051261013,4.69655030107857,5.9102313725889,6.48537208100721,4.9945661479752,9.20610985018008,7.24409168362796,5.95697663485285,3.94456800393567,4.32057854401073,2.39640612937555,3.6018034668442,5.84779651832754,5.55688918972687,6.14137147835716,3.95799814998042,8.11855595667863,8.89520051165705
"GHRH",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.22836791872502,-9.96578428466209,-3.49167277071968,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.52118347095058,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.51952805477252,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"PKD2",5.02957656530215,4.47459179139458,5.52958047731556,4.09737482253254,5.64087828132057,4.50626552461262,4.76401168726676,5.85728684209564,4.60603944915828,6.53657360673332,3.59675628480812,5.00570987338129,5.6567566271106,5.04567448936003,3.75116375338386,5.91255646030224,3.89137057770371,4.61256481763993,3.85990993149171,5.0916448329842,5.08414082086671,5.80051944407144,4.10888404029141,5.43317312404428,3.78594804890716,5.09130631818923,4.72703823545507,3.84308941741367,4.30330585900038,5.77267747042486,5.19982543904401,4.62213969668091,6.42353783411667,4.7577113503577,4.61303652554875,4.20709633908696,4.25071150492712,3.61887292602022,3.96511010003719,4.5859419985196,4.07501912518547,5.55690757765057,3.89805352783217,5.25707852589319,5.89951644142981
"SPP1",9.19139461139517,5.82100859265642,9.90498242201999,6.82678107928289,8.13350033658311,7.68147667401143,6.69075789337743,7.50235924654143,10.1257302603138,8.3899221073772,3.62646249999058,8.29395805969276,5.97474955445681,6.93232224867887,5.73407279737739,7.86513627673215,6.19785359944329,9.1171051394586,5.51941924260918,9.41279845827949,8.71001428342483,9.06406368964198,9.96776216157402,7.51835258748463,7.47051246206074,8.49334551350426,7.67571785731326,4.40208772079809,4.33676182618593,8.18497449379942,9.33210056723319,7.48238123496561,8.88838405225626,6.84006284932583,10.8500195816135,4.90619793573722,5.70674326668759,3.6847177678041,3.51381916766989,8.3074786179004,6.0085944524355,8.19321239355961,5.77255079692537,6.31527457531116,8.03252626965121
"RARRES1",4.86002916248689,4.02304239266586,5.21990033311258,3.18764107818068,3.54505404319212,4.63657242158781,4.36725922448867,5.602492512398,4.13036257322062,5.53218914360905,2.61964776693088,4.11239154647444,5.87684596629606,3.82431980487674,2.69761815663724,6.34862902085923,2.4785576985995,3.3524901836634,1.23315180343929,4.91463627378403,3.1279303716824,5.60073063332236,5.75949409227815,5.45124408734212,6.12964570610481,4.69556517105093,4.4278810095045,2.21456003561392,2.75913452352411,3.29473836509411,4.84037762638834,4.97060981091191,5.77059650501477,5.06220807756025,3.68303389746344,4.23871808540886,4.51687873996864,1.52471565067338,2.22104183899858,4.74857393915158,3.65353013522681,5.96761361584752,3.4875377997521,4.31591396543674,5.57879081418002
"PCDH17",3.65947935437928,1.1911204259568,3.40814119081679,2.98086617012153,4.58142958687775,3.0834857097474,4.62318209797518,3.40785577103811,2.75693787741125,3.50027942751699,3.0386293241,3.75232042845967,2.69005945057612,2.54638827058998,2.83671188581834,3.13293870482032,2.81204634972088,3.44282409545629,1.38692128221782,1.97507985438749,3.07813158946734,4.16293506943496,2.91905399425502,4.6259425772501,1.82252621903883,3.93597827047672,3.18437551867214,1.62513018805936,2.83074209076092,3.96990565423485,2.63893108792682,3.51403386476875,4.23380371648091,3.03537757491407,0.481195592928954,3.37542873265942,4.21588046661231,1.99149917092633,1.59841284968358,3.59029062141644,2.61619299638108,5.22629657987274,2.72484669187665,5.60399420386288,2.99669605476425
"CCND2",5.12555192123313,3.08910827220016,6.44301645789085,7.31814598575297,4.93560118156266,4.72665686268569,4.50350775363456,6.51987052435094,5.70292622309215,6.79804143955449,3.98007101228515,2.96291913453127,6.68534871283147,4.10108693866392,3.90378064270151,7.75329966414739,3.75290911975782,4.71577259193466,3.2461344205044,4.72284304322579,6.56328018065802,5.49539456984438,3.87262194200933,6.96831543545333,3.96281736330389,5.82571949394786,5.567618456679,3.9393488348395,7.00144760406053,5.2039528536325,6.88370267420024,3.54093239051364,7.05954563988226,6.25925176933603,5.1684414690377,5.03770727500709,4.38516870515518,2.73085729473023,3.55126990793092,5.17465009643606,4.8651269950807,6.42309741663256,3.69824070756072,6.877204365085,5.2778434455051
"GLE1",4.99824515700918,4.78580161532378,4.32619935666252,5.04800507781409,4.87907837116873,4.31910486547559,5.18899823114567,4.98793929113623,4.54686359977061,4.34224893681271,4.50875189156875,4.29953773957278,4.80596308066532,4.36838423103146,4.42383361160773,4.47253975953651,4.53640109495241,4.61469806696476,4.27223226014915,4.85666704699559,5.00238298609477,4.44451468009311,4.86609196714591,4.54332265063652,4.68564305943939,4.79907694184826,5.50218418594761,4.44516386836229,5.11414627239063,5.25409512047398,5.02838791992957,5.03158928357976,4.54426899048081,4.80719003320196,4.34563056012369,4.44695093865108,4.55643554673719,4.45009609609346,4.47921762449983,4.48906761058452,4.71599218189252,5.02509968685491,4.56855507815669,4.87236584113157,5.09050626135529
"NR4A3",0.609660418115206,-1.02620507034739,0.826680675317858,-0.276485124126195,1.00043274360397,1.13014013533645,1.36871248372833,0.716069030482181,1.48455063916856,4.01014426857768,-1.54750999078155,-0.575615328461903,1.54324840164441,1.600269753509,-0.97908893441831,1.73573878191235,-1.89485833967658,-0.310074689143573,-2.43128685092392,-0.0700575461854272,1.77618823057944,1.76625591360663,1.06894591102173,4.14420956118307,-1.60384051092685,1.73993448903754,1.45154083301783,-1.45878255189796,4.57344118168304,2.18367706148453,0.611455696584873,-0.913216233857933,2.89136085567869,1.23431736981616,2.013998146041,-0.270904091862896,-0.718806225047366,-2.55639334852439,-1.41465283188798,0.599793852122242,1.69639450608314,2.75806860817515,-1.02620507034739,5.24353961033652,1.1895399443885
"PGF",2.24095538468347,3.76040193744292,4.07228591168571,1.89165248793397,4.70034538499672,2.03938408746859,2.916419317668,2.07532725070707,1.86643326425886,2.88360126743994,1.71944632223195,3.09205517566087,2.82753452148831,2.45317513719829,1.8456305500546,2.9980871615353,1.71861369897548,2.34738219131511,1.05046687035066,0.893129186017212,3.4103003959404,4.53485845140072,3.82942338444496,3.48595485996189,2.04082231010734,3.07652489142978,1.27184396115338,1.51641864163387,2.16979675618325,2.02772025835593,2.43552192134393,1.97114805186031,4.23651557886237,2.74336416331493,0.66120232976271,2.34630451613469,3.02761411149638,1.38846509728315,1.8658792338984,2.55912466851776,2.43776039353993,1.05102400302447,1.85387591647871,2.17549266504098,2.98639273078336
"ACOT2",5.35063514516655,4.39957444504781,3.48659854094668,4.81063332550408,3.37749860674013,5.29324907728005,1.91299469102502,4.32788852276664,5.43057632540868,3.68248340700574,3.79139734815463,4.1510145087131,4.32396086213065,5.58098962414623,2.23722717258987,3.85837892508207,5.13920342653803,4.84030208615673,6.06775916587012,3.69012651575921,4.77804558050614,3.66047231328116,3.57367747998455,3.81614911394902,2.53396196534515,3.88946380771391,3.60062657655569,4.97805373328033,3.1026077453253,4.64409277236219,4.01643391824213,5.77963531858203,3.93646833875984,3.81042253783913,3.62706981285272,5.87496659798051,6.47162969766147,6.46708706480944,6.43331669721859,4.41139912714375,5.79771339710249,4.71687569362364,6.45737102848955,4.38839621218557,4.24445327230458
"LTBP2",5.82842340754546,5.84006788629952,6.66946194689777,5.5582951895128,7.36666929366323,5.68914817292166,6.45702785786614,8.22527251946229,5.84614476046184,6.5050286745222,3.59838902770029,6.52599680035232,6.08586438346169,5.75009729154459,5.15753288196936,7.72468301028074,4.21716866348658,5.65250083575187,2.51999471998846,6.92490036877619,6.76600275072982,8.0959724035751,7.92024446310909,6.78415321254124,5.42026679693822,7.11848951116772,5.22569138778437,2.44212075929891,4.80217770400852,6.19892823267055,5.92943596017752,4.12477477189231,7.91905280210222,6.22564897627274,4.47846709697038,4.0288873586549,3.6808756715917,1.28983446517751,3.22227906227264,5.55699644931138,4.40606721455202,6.88008672664318,3.65465321189014,7.32426517024219,7.9256078445627
"TGFB3",3.99846632160805,3.06490009210135,5.77993730216287,3.81140937557819,5.68566268041149,4.99211580803567,5.83378572560326,5.78139643620378,4.43446143244134,4.87037458413116,3.26537688252797,4.62032834435666,7.48604418785965,3.60012699957572,2.75670308634617,7.43860557906112,3.13819191848377,4.28809273923341,2.76258268976612,3.58196579835627,5.76400106797103,5.7131376522091,3.1668760924852,5.95204695603837,2.36325519682662,5.37937836707126,4.29377510018206,3.02931152478537,4.21993517207641,4.87363604893812,5.72987085698319,3.51939093451978,7.67413505364604,5.18812394361509,3.56048263741644,4.69235465977352,4.16328939750341,2.68129183092187,3.05691295236118,4.31907595476522,4.00747360610435,4.03528078901295,3.74862223909102,4.69075230717652,7.71818007901521
"GPR68",1.03541276817742,-0.0307666067364291,3.56855507815669,0.917317175456422,1.86334381070646,0.816067172902176,1.69888520936509,4.04745114041639,1.06343391218385,1.26603689399532,0.602361856630855,-1.3455644591546,2.35684807923652,2.44519698238171,0.134878054343111,1.93997876494071,-0.58813992626218,0.0694272104560142,-1.04692104738749,-0.0212186232372655,2.38636951908687,3.24873216098032,1.05262456204547,2.63758706276662,-1.3759459088899,2.85273797898995,1.92725174160908,-0.624599071093643,1.96499000670623,3.42776705916843,3.10747027708796,-1.2351443287453,3.5119866280714,2.17801343731533,1.28818135232906,1.09686903375282,-0.269686113706224,-0.868542214520912,0.259905175353352,0.775008387615595,0.63812018808403,2.06350294230616,0.580724376308719,2.6218994862526,3.30386840293441
"ESRRB",-3.35549762758106,0.874285490498035,-0.890572573313846,-3.08191913015229,-2.70557039789067,-3.41426826703407,-1.60911224044999,-0.968040258602455,-1.29938273031836,-0.866173472701172,-1.89646879012201,-3.31904558635424,-2.63935479753978,-1.03091399347006,-2.54708833506004,-1.76072417411744,-0.867488960200805,-3.73504328203518,-1.8416629728329,-3.01158797427521,-2.54708833506004,-2.55979192498625,-2.32626268515125,-0.941752783145337,-0.710283551513701,-0.367917950710293,-0.141621074917929,-1.06854385908729,-0.134635413442762,0.061015774681628,-3.28349191323125,-2.70462961204652,-1.56917950348023,-1.2270164478619,-1.64250429677477,-1.84996030722585,-2.19958668736124,-1.04097178105631,-1.39896913065119,-2.87197061125936,-1.4258500394903,-1.89003774660118,-1.22128677891389,-1.01042497941909,-3.63486740654747
"RHOQ",5.13257684267001,4.11341713243193,5.41198884131948,4.31765138490836,5.37924318931126,5.39325486991801,6.51290160906043,5.87952198737617,5.45342539128353,6.07085941530535,4.30604345620044,4.56640724585348,5.79864157711981,4.69005386167014,4.08403023856078,5.66071189065973,4.38133183073643,4.4629488152436,3.29444430660713,4.40893599115324,5.29599111759723,5.71731998881557,5.1122580833154,5.20598282734755,4.04652598339857,5.6298782276175,5.1929713380908,3.85824960988562,5.40113892731826,5.86084116152444,5.5097686714953,5.12455560625207,6.49585342833222,4.81894256657391,4.90317809674638,4.46154165577365,4.84562553246483,3.79416629751484,4.12221714617112,5.27222106068033,4.44336795056474,6.42659351750499,4.67636897114402,5.61232890583627,5.03043761086279
"FKBP1B",3.16240341410977,2.67473180935466,3.22624647806506,2.27441076931784,3.21138606167943,3.47921762449983,4.06392567974899,3.65250944018366,3.5865365837767,1.90106961612417,3.36755278904344,3.40377216832045,3.62523541532499,3.95426146288529,3.13129314500955,3.60903390719617,1.85547150935393,4.4597725789896,0.227124934449926,2.41621822255091,3.8872035528707,2.59208622446715,3.18548600412808,3.59415438199729,1.70305639010798,3.75500505030379,4.70242483187482,0.739243253453429,1.97991558541752,4.27663065586142,2.83141112677391,4.01139723738282,3.01834930987889,4.39487765091652,4.66050654105685,1.70659685641659,3.50783268879694,2.98846656205693,2.41878363851174,4.05562950834604,2.34995967231836,3.36601440646976,3.95535930524299,3.339151640729,2.6449868195378
