"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"F2RL1",3.4789459268629,2.15519872784662,4.66852763372243,5.07495920424675,5.28958735667518,3.38858908217089,4.15694666461436,4.5842409728037,3.89042723610851,3.74865443815231,1.8685287396863,4.96149368362649,4.33926568213341,4.24110034580482,3.75806860817515,5.19296739410818,2.05654884778028,5.34968727180175,0.227741075839128,5.66218840600921,5.84763618770299,3.99968437593716,5.94169792001651,2.92299700948982,3.80896160154789,4.94832517670333,3.34108911967172,1.02041330254419,1.25211284538821,5.5382339488685,5.1600690632478,5.7320927869522,2.70221425101044,4.36506258520111,4.90456598477843,1.56061714132546,2.53811597078111,1.52265842063428,1.91008023206869,5.96208393561228,2.85099939471647,4.04932581806737,2.5453506448223,1.93512025020615,4.58113428423268
"ESM1",1.12967867332579,1.77082904603249,2.90236305428899,1.6721084800313,2.52162870449255,-0.894053788094675,1.72106636873105,2.02680005934372,1.68773259475934,1.7895623355695,-9.96578428466209,0.706994615708651,1.36058902165292,0.33296566258596,1.04138317901941,2.62573806190865,-0.959317941196992,0.922578456508557,-1.94286169560646,3.81458118422216,1.4794375327354,2.57847987518597,3.11139861853114,0.4850145696904,1.60511500168944,2.77268802604778,3.27782113343025,-0.368662855872519,-1.50676258079978,1.65214227213666,2.86833118329714,-0.425850039490298,4.81705015843252,1.1600811680697,1.04271436944855,-1.00202118821936,0.260387037428937,-1.41966152580429,-2.27369190923451,1.22193893162862,-3.13796526004477,1.78693086109029,0.248899107076326,2.21260046462164,2.95910242974286
"CASP3",5.31007104453062,5.36437982665503,5.06604612429138,5.43691471258672,4.68173035543585,4.65994167889068,4.93271790932448,5.45954965249387,4.65974763479225,4.83655536776678,4.47218230368947,4.68917613478317,5.42871190452228,4.60468220414208,4.44343426033502,4.9918755322682,4.59681590646495,4.54607335593456,4.44188181239293,5.44197142212051,4.70918033372087,4.90636632116137,4.31956013276019,4.25344475026249,4.08143337231169,4.28036248997378,4.54517763461529,4.42597618683617,4.793110351676,5.45394551746448,5.08511442986939,5.31213146934974,4.66498337325674,4.82790030092172,5.18842466335658,4.61397947892528,4.77134684362752,4.35248312137415,4.3780884631359,4.80833356169158,4.46783375497769,5.35426172580722,4.44003527726593,4.72362954774812,5.60910484661896
"TLR3",4.36446737786124,3.84820728424208,4.25863198415581,3.65267004682489,3.08739494812151,4.25691252368116,2.35453679018808,5.33405692070259,3.73061822023455,4.67582157550802,3.66937832287873,2.05706896905575,4.73464459588541,3.55918586578773,2.65505409891666,4.14231540316986,3.38115875814543,1.98899364034298,3.85006929150615,4.20795530462032,2.58171277957034,2.86312571471899,1.89320686511487,3.20338911736709,1.49139136003484,2.9896658400833,4.19075706848377,3.53561753863984,1.04334450487717,5.01417226621716,5.09632933020071,4.25708607099446,3.30385379417802,4.17931198921002,4.35087201623224,4.13297981977676,4.13783137173246,4.15989554963883,4.23704356909738,3.54814065689505,4.03039788160827,6.04962858974131,4.11040500673928,3.53879886809232,5.04423235357289
"KLKB1",7.21562424216483,6.88937010673949,0.425996321351079,6.60272113152201,2.74125124017061,7.08620630087659,1.91084776595794,0.291485685973561,7.1388421088269,4.23880978358466,7.92781173319317,2.15172895534334,1.29795439018295,5.73192449641697,4.04147955640851,1.54022570059554,7.94051798282005,5.14970241558546,8.56635624922356,1.89215784423504,6.16505571263811,0.202135580889848,1.7469146596479,4.04140946440041,0.767993717611875,3.35618607606243,4.37371780420708,8.78765088181201,2.77957491427981,5.91292764795471,1.05755424645809,7.38855980892218,0.459851250705668,2.14492738485673,2.03224193113749,8.15961253644963,7.56649553426417,8.20275709897662,8.32006265688164,3.63729723809523,8.14766183323349,2.67351119773139,8.14507162023882,2.51583858261076,3.13433595642047
"FABP7",-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.10005101381033,-6.03978486610586,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.10780328953452,-9.96578428466209,-1.25704524330251,-9.96578428466209,-5.01624935164508,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.02092583885455,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.93016037493137,-9.96578428466209,-6.10780328953452,-9.96578428466209,-9.96578428466209,-5.88683294326727,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.243318260191,-2.04632501555051,-9.96578428466209,-2.19099722506091,-9.96578428466209,-9.96578428466209,-9.96578428466209
"CITED2",5.18644905454063,5.22264615877453,5.26186549972139,5.49667325449323,5.41512991896961,5.54493044118034,4.28973120110067,4.90550494314962,5.81971926952684,6.22476383343283,5.482725687494,4.52091877705141,5.33288333751082,5.53001766425837,4.61297757049397,5.70585905409245,5.82898185573734,5.04764744177762,6.57509294448061,4.98062858265804,5.52055739663346,5.35216881449832,5.67527397209719,5.6019014977127,4.65267578244569,5.40786936373665,4.9980420167931,5.63456422839823,4.9189967698092,5.68625118552368,5.8476336823956,5.38887833881199,6.85644171411017,4.89461407433555,5.53497980773911,5.82615693630045,5.67109235504793,6.57510202319225,5.67718685587479,5.16696845670901,6.12454733519862,7.10804975292872,5.81932586042274,8.0343279812442,4.92219784839637
"IL31RA",-0.936220970229429,-5.30471880485514,0.0589398545562327,-3.71217313271492,1.92044575662464,1.11296696495818,3.26055264035358,1.63988041985011,-3.21759143507263,-0.917024972742232,-4.22431729826094,2.95432661244153,-0.202571917847687,-0.549197847120181,1.93576145639443,1.21772704203304,0.21983452388537,2.96264155972697,-6.60121185236623,4.49112836081587,3.9247460074871,0.43648169189106,2.62042219191428,-0.800374764342268,-4.98393163137235,1.0337929888493,-0.13764780046798,-4.52616114710497,-3.25016542558727,3.05460540320336,-0.679688629092959,0.139600464585515,-2.77299832541096,-2.66474543475894,-1.85360545093949,-3.86354609073135,-2.64025395309453,-5.13796526004477,-3.87620139153738,3.45914305077137,-2.5649048483799,-1.03327423128219,-2.93016037493137,-1.86669952377022,0.948526094518345
"PTTG1",4.25383803240908,7.54690680374962,5.60874715815144,6.12247394117564,6.74243070832825,4.69333640755319,7.57568218568393,5.55047899633206,4.69209237542757,3.39780296186249,2.24086382278575,6.65645775706481,4.45985125070567,5.40217642497948,5.69982089122138,5.05253327355538,3.13796249006763,6.11611519145416,0.606347466724573,7.20895418477854,7.67148162397489,6.11874800852712,5.15352973879424,4.46504718604421,5.88424623952767,5.39358094497138,5.27102221489695,1.44858384046336,5.32944296357346,5.42081585289699,5.32429937838324,6.54019314732563,4.16053300876091,3.31501547824473,3.86959507697199,3.32295204490714,4.23129415378949,2.12614690155444,1.84422494284969,6.82042790158519,2.79212653444303,4.75534161245903,4.10942742668615,4.25664838988068,5.18908918991364
"STEAP1",4.90611132986575,5.55163290502828,5.55802267352524,5.45708861650693,6.86081137147119,5.09674255884639,7.78033109881835,6.15032814443525,6.63026129962178,5.25840585640599,5.06593845325067,6.45948735805074,6.04057247798381,6.24659430298615,4.86127056644741,6.15082975045078,4.73629097653043,6.55458731689486,3.80936299199741,7.97317959625855,5.72850013816988,6.1547107887978,5.62882024586343,5.21784334370001,5.92882035472173,6.06173516226391,3.94125658385328,5.03212288907194,2.85979069064191,5.47953777389644,5.71798617515999,5.52321064840787,5.02875478115998,4.83333034860328,6.62394292666903,5.14357300965878,5.71896159673993,4.70258551764704,4.53477131747732,7.69126754319322,3.8946528744523,4.48868852296223,5.47883593946133,4.53238553871162,7.05275387751914
"IQUB",1.8083438596315,-0.686638040607781,1.4743581628754,-0.311864411542665,-0.460568188565167,0.0315363532680529,-0.505738012160111,0.654527195814515,0.831066510605073,2.43626846471939,-0.00231016068720112,2.90785207184596,1.31400038424221,0.124725152398888,-1.09357114068631,1.40925514668484,-0.370340300072608,-0.614403303987754,-0.905899083561133,0.939226577728209,-1.37781929577941,0.256889885535893,-1.23310806158878,2.10956115195305,0.633756680981961,1.64390235527739,1.72058492328252,0.431890348286181,-0.664059471496524,1.42180228115727,1.71334389508533,0.996461060176159,1.23621706410222,1.43717446263229,2.26636678653399,-1.04841220518525,-0.65699021744561,-1.32192809488736,-0.629277724851833,1.8398789877498,0.137634671883373,4.03374013932799,-1.16068533654485,3.70661895703228,2.1138671594827
"HEY1",0.821628589243773,4.10718568387997,2.2515373243002,1.58318207868465,2.01899017538475,1.27691348324592,2.40757029478141,3.32187038593154,1.3873073908889,1.65718266012842,0.34300978255439,1.37501162009012,2.30375152874114,1.51762844886693,0.150949541471927,3.13188576278912,0.547252389012155,1.80731370161043,0.438399319609223,0.705137466719021,1.2417181745967,2.85131929161978,1.67228955251863,2.77559842970767,4.22012870655685,2.18957157099381,-0.457989644463391,0.960289283666254,1.83021475287053,1.83369972095793,2.4465473866628,0.399772661101706,3.62951982483242,1.31857715379608,-0.0182934498083526,1.30637891071096,0.933194919960427,0.26207228839841,-0.158107368396944,1.34004947285317,0.478713002441722,4.0734175246752,-0.0316511530798279,4.52566800737528,2.93706185240179
"TAGAP",3.41370238878218,0.89071905713144,3.52948365371714,2.92491699131458,2.05693028838267,2.8873497971603,2.32814711403363,4.38996597558503,3.02685316370527,2.97718832090673,2.27291899476564,1.26489668446541,4.37166340194326,3.2611095289093,1.8725529962451,3.25871488878438,2.36625226369956,2.21204009797664,1.28172791961464,2.08746284125034,1.50426444134924,3.09279941707818,3.28599397237378,3.54406493046402,0.987320865929254,2.73250800058618,4.25466206456119,1.61235249875266,6.43281579853908,2.81342207575953,3.00706988815869,2.06315775866032,3.84178195419997,4.64482535523907,4.9987145272071,3.56833618213375,2.86933843816656,1.77753544210808,2.45662218731487,2.92012176748603,3.63070833109171,4.68500383040852,2.02403593545551,5.16577931741859,1.12776532814855
"COL1A2",9.7044383439917,6.2369938391301,10.8350646766454,9.08700052132578,9.70736983145419,9.71749958784893,9.71531683611318,11.6954466805477,9.46567659230188,10.381695864429,6.06119295446668,9.32393835158464,10.8559198742353,8.46145734625667,8.3301603850199,12.2921807790839,7.37012939871038,9.104127736994,5.45460034638924,8.81370424542962,8.7847964445226,12.0166275913502,9.41885720033686,10.5710568161416,8.04133772608469,9.19526860033719,8.65110301001514,5.18397870948062,5.95906068663804,8.55879951448672,10.6658447683164,8.19749389986755,12.3649187841607,8.49892657359002,8.90789472250961,7.33596821027761,8.11354684212702,4.46246464547476,5.8717475641851,8.67457046248462,7.6682361573262,7.76094078347518,7.13613395301653,8.88184812550544,12.3226473188444
"FNDC1",6.78966405218738,2.69378801026866,8.36392929168999,6.52962264039999,5.55802267352524,5.72152304630715,4.23078710665852,9.19733613446713,5.78550347245272,5.85858033528165,1.27756823912925,5.47800752966249,7.40120806014789,4.57852214267417,4.03756672053332,8.81184764653929,4.08445550873704,5.5351198215998,1.24616483048387,4.2774864108927,6.8989048580135,7.86228586121446,5.32154933772508,5.66648677132228,5.01084248544074,5.58701987909282,5.45125397984808,0.433279970557258,4.26205725022129,4.59227762362047,7.67903596257706,3.73830307365635,9.11056213062138,5.47748953187733,4.52855256621369,2.68187650065777,4.84364724291909,-0.36419918324104,2.62961307640255,4.06404643912734,3.63874577957072,3.77684094326752,2.79844458324051,4.0809645870866,10.2411904623176
"CTSB",9.0212798327843,8.49995747243948,9.42388255189367,8.36705649028495,9.00222572448909,8.76357988349988,9.54519984132702,9.92116285981104,9.59999780252481,7.29280475119755,7.91974944747954,8.51199018482038,8.43452982080384,8.24694814166541,7.75333911395127,8.4771915989122,8.78572447022647,8.83018147087648,8.79547280559174,7.81562730039912,8.86938717837456,9.45725137958057,8.7379375079185,7.19283920880306,6.48008574357636,8.11506706612203,7.22643242409659,7.79050815377163,6.40027320627878,8.05668052120424,8.35634720320813,8.71813657282074,9.13209224729715,8.4993476328766,8.43396927423285,8.57956409750018,8.54881882659689,8.30320401144604,8.66371926435326,8.82815362502346,9.11720724036579,8.82400787095027,9.11341504864687,7.86035885940692,8.15624592347019
"SOX17",2.72299054548792,1.22595354036506,2.49369856513378,2.54833797550862,3.80171741109224,3.2586998155699,3.87477729712054,2.6177686458044,2.29704464459962,3.573604776937,2.3305584000308,2.99050111136325,3.35395838889469,2.61357879904433,1.50761706680431,3.05517829736388,2.13004126304495,2.9280291528201,1.96982278967291,1.22020611308018,2.64611656392826,2.91964518065688,2.05561215668669,4.08561160980154,2.28193558914247,2.88131222200093,2.84755601570848,3.11711319348224,2.99452541848699,3.26798516578484,2.00676478187842,2.76217870155722,4.137667457054,2.27091759542528,0.990664477456167,3.28215805904081,3.39589910077965,2.61849709572691,1.84975912380251,2.45846075173611,2.91640020823855,4.93627987065884,2.63445387088626,5.08844693274402,3.06001278625172
"HNF4G",4.78834117645008,5.46343936210694,4.88626723820668,5.76177460019053,0.555227179735685,4.23481551550438,0.582170590591842,4.02501107085635,4.04328325378749,3.44728824795638,4.12627082490916,4.72931891853271,4.47190277650674,4.80333037765061,3.71770383743853,3.37199090947066,4.01371236482065,4.54625860817435,4.13821649793593,4.20740874936566,2.10875861436094,0.257855464115157,3.19460716089111,4.40614206554453,6.95990111371129,3.40438544608785,4.63035304701818,4.00246850220527,1.634500338236,3.48791076031423,4.45064381506032,4.92840822583906,3.58983538029534,2.90706370862685,4.78282789207489,3.98208090976374,4.00137891794273,3.75116375338386,4.09915210613445,4.24490227734539,4.21989646206466,3.06519314936397,4.59365853351515,2.60577876753546,3.57548176478607
"TNFRSF11B",6.32331602103186,9.04648232926081,3.66039244531308,3.92719484141091,3.35414180953455,3.86232244066403,3.00837931747524,6.40978974375755,3.95785889504639,2.88403128086812,4.14526985665051,4.60401200110709,4.64439854115443,4.64910956494293,2.66279795415096,6.35413299176816,3.86443379636562,3.80701481814129,3.00118973271144,4.75378635916132,3.12665904917154,4.68171349157292,6.65285070792739,3.02485154834094,10.1247462150486,4.02568441597106,5.45270085248384,2.7367347444912,2.79921167097567,5.41261895899193,4.42823620867554,4.08063208341915,3.7749767714066,6.73456466611828,3.94762875656941,4.39007607031028,4.32894414544975,3.36110861066235,3.26058274793405,3.50017742972342,4.0642448075935,2.7492982685097,4.0625707568525,2.50931580196783,6.05942017666535
"EN2",-0.950648040864708,-9.96578428466209,-4.44850859145251,-9.96578428466209,-3.47874820463019,1.19168897573397,-4.55979192498625,-9.96578428466209,0.133826527298828,-4.86985986466355,-9.96578428466209,0.503246954149374,0.0107798387532424,0.246590502905181,-2.47473290829797,0.499986164421874,-0.693621089289037,-9.96578428466209,-5.29335894269059,0.9900109020609,0.585154847237125,-2.89003774660118,-1.75438264724362,-5.98393163137235,4.44695755331711,-0.755112940876466,-9.96578428466209,-6.05889368905357,-9.96578428466209,-4.17918792277128,2.63726245522174,-6.10780328953452,-5.62950089679765,-2.6117553466077,0.670387156973834,-9.96578428466209,-1.54414019061382,-6.254289378012,-9.96578428466209,-3.9040080870754,-2.35845397091248,-9.96578428466209,-9.96578428466209,-1.77102743023984,-1.31365635692382
"CTHRC1",6.1210713664938,7.84820916247611,7.3844755393845,5.79677683396284,6.30937812445175,6.35963361304804,5.87801166353041,8.471282178858,6.29071928277095,6.81966435197125,-0.284721607708897,5.6123141600676,6.49454841671628,4.81677376144093,4.04996178295712,8.62386978749672,3.43438803644582,4.81235446208138,-2.58294414018685,6.50755047114612,6.71301664266454,8.82680459059408,6.38521012917473,5.83791549748885,6.07806112029684,6.68493652666321,5.25985246192329,-0.524500012735049,1.8598105648013,6.19208367018461,7.90032403524711,4.18089575494634,8.84910511430433,5.22942257241587,5.39415054138071,1.56924802986718,2.20041018787406,-1.60999273790844,0,5.82308185757114,3.02782639740625,3.77506107975762,2.84195299751712,4.62680122523278,8.72794121016802
"GEM",4.19130996744573,3.08465959390272,3.73173718225369,4.28657809087443,4.20909459685109,4.46794458433195,3.96468510949989,4.62241501066076,4.5823151323163,6.36957466427358,3.06848164873586,4.40443994705272,4.99220193488821,3.02618036398327,3.36994102225427,4.73775705593243,3.20595546711974,4.52293456094346,0.6955484681331,4.66519377274042,4.07582353677923,5.46614418334914,5.08041889972863,5.28101568277577,3.61445072459439,4.76022627005462,3.84721523501931,2.4533595391539,3.77108268440179,4.64663502787359,3.7808140092968,3.15683343657671,6.84283304687508,4.23723482222834,2.89718232930275,3.18340711243725,3.1835500329308,1.18205660901025,1.64436392907224,4.55194660859999,2.89632998175464,4.17989317053355,2.41627227834323,5.69890465106623,3.83106651060507
"SYK",8.20260039783192,8.49608320243452,8.57916279633169,8.31438112819687,6.28743350850098,6.75126151759237,6.94743122053957,7.95698186035006,7.56606089000462,6.55955911293067,6.12036023550605,5.9154444138979,8.28405507472565,6.53427486490869,7.08392709165457,7.17785203249779,6.48498396775894,7.7856852423237,4.93479954021123,6.38927252978043,5.32309260102678,6.43310968018295,6.83673586692281,7.23003773352749,8.2301924437109,6.78063687340956,6.86734793798354,5.68026246142328,9.07520716447128,6.78905494944449,8.34957360897649,6.96281273716842,7.57087652324973,8.10679061312526,7.65393276705919,7.03440942359082,6.54875102397038,5.64923605510493,5.61252648459676,7.50802133160841,6.63119306534574,8.36199814784281,6.02615158594579,8.33476892403203,6.87174510040033
"TRPV6",0.492109552652613,-1.41580714189026,0.0531113364595622,1.88272129510657,-0.589007712779105,1.26393580857533,-3.48196850739783,-1.50963525001409,1.42733798892744,4.79606297737908,0.0862402758207438,2.09889112580627,-0.281210971980016,1.82399386417139,-0.730248677951625,-1.69432125675771,-0.831357964441161,0.513894946764927,0.308710351168077,-0.796861502809151,-2.02620507034739,2.83812482843992,-1.15072126746922,3.56659599381488,-1.13162930326077,4.13783137173246,4.78713988371288,0.0648828515848541,-1.68919456893683,1.23970353548848,-0.101598140007807,2.86445360666615,0.617298482840846,-1.76562131066239,2.55414676674651,0.307894775512501,-0.598151125263924,-2.18902228287586,-1.21994192210163,-0.547509990781549,1.02147972741045,-0.865121945656888,-0.331517750458671,1.45733162548501,0.239031363450237
"FBP1",8.08373619725719,6.99256565080539,5.23987534739603,7.29768757870532,4.84221455396094,8.16829704387526,4.6471245172435,6.14713978591783,7.7859173252356,4.54157678827838,9.13256116335207,4.05604588557492,6.70375825871234,7.18976823338507,5.43250515399739,5.14870637820505,9.2957432250674,7.42865915021602,9.24591963177276,4.83934994019132,7.131271534553,4.24830712008724,5.18846422707754,6.22888409118866,6.12573374681039,3.69842964309159,5.77630932056479,8.9425233022334,3.62247358132544,6.86784335009821,5.20052397050052,8.65086613861612,5.82844625739455,5.69462950972053,5.9627271509865,9.39726754087575,8.65368131444528,8.57101271712124,8.8542946187342,6.2428387440942,8.35810126776229,7.48685915005883,8.84390817843581,6.79487979366813,5.79463160461223
"CYBB",5.43451147302478,3.58121866258502,5.02667171573269,5.03548315212869,4.61422101155974,5.48679480650665,4.85242339056064,7.06106979521456,5.77526392653875,3.63883843672403,4.87456092286134,3.77556682642676,6.60191189453533,4.38391852110067,3.44140379982117,4.80407938016814,4.15960496848993,4.90441665815967,4.10905961827676,4.66876020524516,3.82246503474565,5.43816641058752,4.97294073946316,4.90849109898877,3.41832489907452,3.86996021504045,4.08918456109443,4.65481358006851,6.30754145902007,5.22035317403349,4.90949471297073,5.21556600298894,4.93655314137344,5.74289549085061,5.86773093982672,5.54563174216536,5.39133124418475,5.04969174992176,5.25984869660459,5.72846476509253,4.876624991169,6.92769619717167,5.06806884568833,6.38382868716243,3.9412096252513
"MID1IP1",4.36206304328864,3.69501387263258,4.60370941809289,4.2497032130506,4.89558861115519,4.37973877918803,4.028798975012,4.97635905283145,4.57065722030529,4.4776514261651,4.46534763729226,4.65041418059592,4.81317577348559,3.89450736863365,3.88491045478118,4.34308086913482,3.93051973436,4.46351129495657,2.87349825101496,4.20970289129929,4.53408028360681,4.19979011105339,4.04114658903692,4.16629767768023,4.04406182405296,4.08195311964706,4.18276379494809,4.37104302435023,3.62978790685218,4.14688327241601,3.78682633842142,4.424975818869,4.56041538075917,3.83706525122652,4.34680800407578,3.96325215381661,4.40582902646349,3.32152408371171,3.72590471809824,4.3909358962607,3.90268140969378,5.18135702798529,3.27057379230661,5.60275675721367,4.67085732732171
"AQP7",4.96665194903141,5.06555507910847,4.40575415922747,4.96242408882191,1.60426113947611,5.54122984063266,0.788852727867817,1.19055165203227,5.49227622481919,3.25460915920543,6.26804319890894,3.22408659287851,5.44539565053849,3.88769097619582,4.34971203761052,4.415839775283,5.98287952314748,3.78997958888132,6.65895549296793,3.60612238343401,5.03426414483953,0.818277949242396,2.10658283052512,4.47163620013948,4.40490312214513,2.51543492569365,5.05416689868777,6.5667634108558,2.19020395754738,4.68736308495396,2.92874930641667,5.95286935165378,3.71871232418483,3.1462478997641,2.86016825286164,6.21752349155317,5.97497664378227,6.48969385070764,6.67304896061368,2.5496938109096,6.05007936219258,2.38183708390605,7.04442034993892,3.45188366313162,5.00516640674821
"MELK",4.1937559761516,5.81336050413308,4.64438700388596,5.21213350753376,4.68232046648426,3.55850030804074,5.77176147605678,4.26816487368752,4.83623723036448,1.29077825132018,0.924251940345866,4.76068934703879,3.20600237004974,3.73020518004041,4.57202257852989,4.32591164195602,1.66106547980695,4.76113631485646,-1.78637276148805,5.53451922184826,5.94228928658362,3.77993205081457,3.55858602057688,2.85145922421311,4.48963926622982,4.51441266407799,5.45885770533525,0.287826867285081,3.07693528234142,4.10908469910186,3.70519277354091,4.98723899566578,3.079122064434,2.37013637514381,3.38909868590433,1.29472366359317,3.43845255067798,0.0551956542421246,-0.480558740371961,5.38607285918535,1.58693283785313,2.91477498089397,2.06502076994841,2.40618289172185,3.22380865860602
"TSHR",-4.52284078881336,-3.50635266602479,-5.55300275932361,-4.08804003471309,-3.74661576419993,-2.49329651319934,-3.06491747668134,-3.02092583885455,-4.6766875822421,-3.86564761337664,-2.2351443287453,-9.96578428466209,-2.15136203809529,-4.29335894269059,-4.96128289242715,-3.93236128312464,-2.61440330398775,-4.42352623489517,-2.39896913065119,-9.96578428466209,-5.38082178394093,-4.37781929577941,-6.31043245604953,-2.88683294326726,-5.29902769277728,-4.08804003471309,-2.3681041409462,-3.28912194980412,-1.68176993992408,-4.10283703664117,-3.87832144341175,-5.30471880485514,-3.50963525001409,-1.41426826703407,-4.98850436116217,-3.33351606916257,-3.13289427049735,-3.9105018491609,-2.27160054132894,-4.04692104738749,-2.91484731943686,-3.38986692354394,-4.243318260191,-2.4771407448083,-0.750979489714035
"ZCCHC24",3.56878609904403,2.72040981236853,3.88152758614653,2.93026424523502,3.52203063238521,4.27820039178131,2.93149396274918,4.16686002853828,3.70071713282148,3.92234058820562,4.6877773773963,2.66646120675724,4.82175612751262,3.03778633088134,2.46249736476737,4.93172559986428,4.42752572285999,2.98261945190206,4.12777358077367,1.53411141837875,3.38102028512199,4.31069638739051,2.55606149049984,4.38182324371072,1.38061863817738,3.59114081876012,2.79277207751812,4.1587167188369,1.54517763461529,3.80113795730761,4.05158092063065,3.64555180231794,5.03000494450908,3.70491621822672,2.59562300492444,4.18335946912625,4.06792261627996,4.28463257625083,4.44046723283532,3.28028824480273,4.10689266163039,3.67303623639677,4.12868108145835,3.95441967813292,4.93486085792839
"ZNF22",3.70240266691544,4.43947021707529,4.0298327248597,4.154761412554,4.11693859295668,4.33138993283634,3.69405556000115,3.77498731021991,4.05546465915563,4.44151667818449,4.12055930457884,4.34295291076801,4.18780732878577,3.64271312258796,2.97911075501579,4.17773445465791,3.81412996065738,3.1807843910787,4.26993828828404,4.07106757860227,4.21816893849837,4.08792952004019,3.7499310883062,3.4942747903445,4.09673412679172,4.05934662418931,3.87287799743325,4.13715100405539,3.8473756124297,4.51419170990147,3.86809407991528,3.98304831623437,4.20267630207436,3.54593131310609,3.71397069243605,4.34557379155796,4.42038134119664,4.20564274194546,4.2595060114592,4.21035769092276,4.32077347694587,4.83651497325491,4.54374950820073,3.57702995458599,3.7400100728405
"FAAH2",4.48751850606578,5.44879195221002,3.8461924097082,2.58551542784923,3.30382457622147,5.08743313839961,5.12030631623808,3.82867219753073,4.66511416573352,5.23193922887282,5.41905678902992,4.70116088538475,4.70866180131653,4.74049047729294,4.17492568250068,3.32292321118992,5.03432137760918,4.73723787715927,4.65471048828597,4.14491922977545,3.40554314883892,3.393828026453,4.29991133250837,4.15627525423874,4.64310001943936,4.1998293643229,5.33817122561801,5.00733007488883,4.59578410423499,4.42221281357762,4.64326167693982,4.96552111308465,3.22809523802147,4.06577047037985,4.52013305190934,4.39205634005364,4.20733065313806,4.59191872937568,4.81704504045091,3.75164581403709,4.7547592569044,4.01426601453149,4.87370494296439,4.63434350493195,4.98028583950421
"SLC18A2",0.24000896473507,3.54728941109514,1.13809359648728,-0.832642072261486,-1.80540859722627,-0.200415298630296,-1.45838604370778,0.146133828893375,1.04187376051529,2.42661364340622,-2.7102835515137,-0.394790155918858,1.98753916392088,-4.55300275932361,0.0545012161825606,0.551294520789988,0.318692833148335,0.587461007377938,1.03167749645076,-1.04334854442894,-2.15971805857306,2.50141366687578,-0.516222910048851,2.76387894045162,-3.38986692354394,1.42126370085427,1.11988733634095,-1.09727036076662,-0.432259869805403,3.86395826752744,0.863224853345973,-0.570464373721803,1.82806283979536,0.613625943630087,0.21312950000748,-0.0522964439469232,-0.654717182406492,-0.493499609566384,1.18700756697703,-1.67761031654979,2.07652489142978,3.72051925918052,0.400319322864485,2.5170740798157,1.84819726695259
"RET",2.73363634366001,9.69861195631237,2.28273632027634,0.358621313831518,2.24180968229001,4.760519037153,0.514299034728045,0.715102636057605,1.01020694286926,2.84849775538515,4.51601514700366,0.425888934024304,2.77496623251629,-0.19578119333292,3.50115885929447,2.09251191476855,4.02487813665179,1.92732760504922,1.59172728259958,0.528371277960719,5.3279567666307,2.0973411087967,1.43988904761978,3.80550915317289,2.30975827142464,2.76619229570161,3.22393219155975,4.78612061226574,1.77711457363143,3.51930286135599,1.3992804883483,2.32325476415065,2.8414096133381,2.10363191571534,0.291367804285308,3.3325217674308,5.65903401292741,5.11403380055027,4.8323634609483,2.38333104404124,3.16897892455641,2.07714043402791,4.03710982389972,2.41970068001638,2.68084192368142
"ARHGEF40",5.62282788314494,6.37289465355349,5.5517805387356,6.02395612247281,5.27514490175155,6.2745822245382,4.89173510635635,6.18146039654014,6.00786151746665,6.26861591679047,7.00569415614698,5.24579606624334,6.32966540237956,6.54193294236762,5.32224184693946,6.00729643269449,6.50405782233103,5.84664123852934,6.3589025793152,4.00385405672862,6.20428355467694,6.19824857598501,4.59990094362226,6.06508972418625,5.02733543882682,6.01205461064658,5.39865135650081,6.54479137625811,3.88937619140311,6.20422289921553,5.91059116725269,6.44017484628495,6.44113484813202,5.64964994538527,6.20987441516637,6.39488279425407,6.09045756632606,5.81115759050932,6.19764919101343,5.21021350461795,6.05669406717103,4.97774700627526,6.06613440854892,6.05213327492777,6.19159225912286
"CYP2C19",7.80699227054033,8.31285437330702,5.25060919163924,8.02771528289634,4.29708133899106,6.73466356162078,3.82278112566721,4.75232578128085,7.30918255529215,3.32124986882253,8.00169923755535,5.24199268026593,7.5138831065437,8.81033705723492,5.76347531511084,0.689925310856427,8.66582976026534,6.9490796418743,10.1077625283154,4.61035162857789,6.53416278928352,0.942007713687964,4.09681001350959,7.20188180307291,3.67987414774662,3.45206823022381,7.41316839343606,10.2313125164993,4.15961304097887,7.52213816051017,1.95222172520983,8.14581703122657,5.09524087623233,6.14257681424455,7.20365339616931,9.59938065728888,7.03541936681872,9.6183943125831,9.51983220233601,5.79325344379225,8.00253151083273,7.25390892523695,10.4408282733733,4.99059641049892,6.24958565948927
