"","Patient102","Patient105","Patient106","Patient107","Patient108","Patient112","Patient116","Patient125","Patient126","Patient127","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient14","Patient150","Patient154","Patient155","Patient156","Patient158","Patient165","Patient166","Patient167","Patient168","Patient169","Patient170","Patient172","Patient173","Patient179","Patient181","Patient183","Patient184","Patient185","Patient188","Patient18","Patient23","Patient36","Patient37","Patient40","Patient47","Patient48","Patient51","Patient67","Patient75","Patient77","Patient78","Patient79","Patient8","Patient96","Patient98","Patient99","Patient9","Patient191","Patient189","Patient200","Patient201","Patient193","Patient196","Patient197","Patient204","Patient205"
"IPSOV_Shen",-0.0369904185730271,0.191184883659548,0.0779567302992568,0.213475641466159,0.197508240966562,0.0878123171080896,-0.0122646850228982,0.198579880066679,0.240933488891143,0.0643655081974769,0.107877230334745,0.080587054625933,0.170796016173133,0.131756770067022,0.203004659748247,0.115813474793974,0.168726269739413,0.116480195268539,0.153054276634048,0.0331900593102319,0.0550229302199624,0.00423171160051861,0.0669428598402244,0.124069361081268,0.0768405603481159,0.136563982631117,0.0695343127950049,0.0945572063216384,0.15604604960097,-0.0557384355585205,0.0147964464904345,-0.0050182236863534,0.064418581695336,0.0581822264989088,0.100225465764897,0.110052815403798,0.0893353791413926,0.147606549025529,0.123232751288203,0.144551633081039,0.0514285973237138,-0.0359360995590062,0.0453177389584178,0.0407901311181742,0.0107866386020131,-0.0250164023512215,0.0670744656702657,0.104123720612009,0.154123694619653,-0.00652846856270841,0.0736530702941461,0.14150844627273,0.0203675409819078,0.0857120308438959,-0.00539409476713969,0.0704717460620983,-0.0203917128270731,0.243916950447348,0.0572569019975862,0.019500743758546,0.218811470781592,0.0311780691913981,0.207124009503549,0.0626259583113056,0.038091960290307,0.0914860995128808,0.0811866687689859,-0.0367551145339369,0.0525387500794562,0.196684983643174,0.00728027011701577,0.0400600181950015,0.115039471738154,0.0476976761027252
"IRG_Ayers",-0.34294730607876,-0.380272540560006,0.492900505767818,-2.70381439039162,-1.24294346392258,0.577807562850179,-0.0293642840612437,1.41583259655861,0.791227244255989,-0.048768092694827,0.773108714939875,-0.565080826720603,0.816383793484828,0.602465620256215,0.73577496074393,0.245954044118156,1.18781086552168,-0.325148763844846,-1.38369564436024,0.116345877117264,-2.44742015885958,-0.878076678500593,0.406041721408819,-0.0227228095119206,-0.498161305926334,-0.254931527350673,0.964844351735362,0.462658034882045,0.0500342610031036,-0.251188099527154,0.0561932642229385,-0.449759861728877,0.321535380200521,0.14427484840652,-0.883276770038882,0.456350273709133,-0.473613252873625,0.467654354930317,0.243774872150703,0.697978601976407,-0.0884467757725818,-1.78252710956294,0.759901046490939,0.551699681363422,-0.385159841715563,0.305434368512109,-0.424409747081402,0.146689163153122,-0.599329645886058,-0.336735719944323,0.589153217527747,-0.277716786377762,-0.512749723662662,-0.207572791211867,0.345789620784286,-1.06936900574045,0.950787085388147,0.818654022512524,0.625370313332946,0.772046367673725,-0.0653567173833595,-0.650747335292743,1.08337965839365,0.442607497516807,-0.339894582672203,0.436987062641122,0.46502615238017,0.744343017147474,-1.45074894838072,0.613013977251971,-0.290720957971811,-0.658661358281953,0.362103047860909,0.28139577371928
"M1_Hwang",0.0180523065695597,-0.112192577342925,-0.108076461653282,0.0831545991487347,0.175061923478299,0.158749222070557,-0.0941164919013322,0.599424712196497,0.250720481808044,-0.0382250003178709,0.224919032616714,0.160946497693131,0.5191435729646,0.179839079373645,0.317279942637753,0.0621060324594035,0.49206411829544,-0.094767859201039,-0.131759807186058,0.222812844950571,0.15602557561699,-0.105939853613105,0.286860405297428,-0.377573694049415,-0.107987070586222,-0.219505550691573,0.23469811527322,0.264216863863314,-0.209119931458129,-0.0380091126049689,0.0428108173353641,-0.30549456669992,-0.0599095983121489,-0.31552582010231,0.023990287513305,0.164274142805551,-0.258207146814122,0.152433101967518,-0.123041961134179,0.428984091121518,-0.0993609423091459,0.0445795908782576,0.371419093024886,0.245239023442619,0.176395749619122,0.0232715920131536,-0.0829603094076786,0.0326705762303143,0.0155001379497205,-0.0290494654436913,0.30178721403261,-0.367722589777544,-0.0644091756888628,0.0463544707726027,0.187562724461469,-0.14655593503971,0.220341667971721,0.20594288863453,0.172018053347303,0.162787173432443,0.0599642419902482,-0.0451377610077409,0.622426305950586,0.213732551408182,-0.22152999109766,-0.0460653046961945,0.113231921631837,0.192917449297601,-0.187985474677253,0.180317221286462,-0.178929576034689,-0.197858974969043,0.151002001501318,-0.101589461782506
"MHC-I_Liu",-0.265470275989372,-0.0971686722945103,0.440200705245692,0.231629889778784,0.126805523750172,0.403152793633561,-0.409572057892738,0.46909584602729,0.51150855104927,-0.184168611748625,0.439910189616539,-0.0820635439963571,0.294327397253012,0.373912877462185,0.165993106421825,-0.1231258535285,0.433059641594606,-0.031060029975966,-0.221468891793756,-0.0609816177168096,0.0784666428557107,-0.261329021737004,-0.104105733647513,-0.331507568229216,-0.235605026350289,-0.24949019178155,0.190881403298234,-0.0645048155583342,-0.181883948741716,-0.399491320242653,0.165446967130304,-0.179826953677615,-0.36449016262632,-0.388470740709582,-0.151212725800173,0.094578329791358,-0.389657057435935,-0.266404149242393,0.0407209887949027,0.0171524515357926,-0.0269703206804957,0.146214833635493,-0.0100125808740549,0.033785651782364,0.177948852199913,-0.280490870664116,-0.436751489052529,-0.154060610146856,-0.475087565950839,-0.43489087810122,-0.037401690511379,-0.48849144895073,-0.444053252775752,0.0522068262468977,0.186264818960204,-0.472934560000454,0.505144709239968,0.475556928203666,0.0893276688896195,0.495201029835223,-0.289104417306186,-0.0352167494243922,0.402357107514948,0.0324904706086943,-0.370824522313097,0.0432592304051773,0.233335278246692,0.437127888728163,-0.163298733945059,0.489131110811957,0.0644013620599522,-0.392883615870447,0.466380353854927,0.499212661575235
"MHC-II_Liu",-0.315340544674521,-0.225277729946117,0.127528592655247,-0.18483885617894,-0.0399184852829068,0.0341813671782247,-0.309443717363159,0.459439673445283,0.56020675807106,-0.244664344402974,0.351903232100616,0.0762614307463914,0.459445137141134,0.225606914542966,0.182864500944533,0.0213040275899171,0.390305559050235,0.0526888298824546,-0.347510172685728,0.0295486185325707,0.097292965410993,-0.168998749014962,0.0514580873716502,-0.112761680902962,-0.285970424674041,0.317933613137933,0.237380151005955,0.0566452017595348,0.051096601351216,-0.23805253789791,0.0545392715112397,-0.378203635428598,0.0239572945442029,-0.270396420917417,-0.43979324192894,0.166102112065551,-0.421564397496436,0.412277461814986,0.2397308127668,0.310851367909418,-0.318321588796503,-0.158221233480294,-0.115243205340025,0.177800760872734,0.252019100293176,-0.0617316968503696,-0.375725682139265,-0.0386727918397874,-0.242377750078051,-0.250944420017267,0.246694242645758,-0.216366638863114,-0.333976289440927,-0.125041205088999,0.30997603307224,-0.261275736781698,0.435191940407295,0.371922199926786,0.124649959806984,0.393138353192402,-0.309299597628574,0.0275058056181234,0.479528348221834,0.366964563246365,-0.12306010231844,0.465331988525648,0.242460533583265,0.354819220060677,-0.300303159966601,0.365981277776155,-0.374028912866093,-0.388285252168683,0.128962558407414,0.222147242080412
"PassON_Du",-0.00495841231427842,0.146249783100582,0.098628352956858,-0.0818079504342488,0.050858947021073,0.13000703404178,-0.129385158770838,0.314169618046192,0.210025279498573,0.118211581774498,0.239655482467658,0.0681195979504823,0.217082084848985,0.17552904618112,0.0953080282156245,0.0514834939309645,0.166784958449415,0.11379192970288,-0.118933601625683,-0.00855779344633376,0.00734381943143942,-0.0259320539803593,0.0346829871269344,0.113706654562547,-0.0090794704345622,0.259943641455804,0.0690196582953889,-0.0333023906173046,0.273446557228809,-0.0609004080654641,0.0830195216496726,-0.163042972655036,0.0622643613912161,-0.186911864502607,-0.0699831383346682,0.177906981074576,-0.0657105595335882,0.234252526115109,0.114106048238965,0.215384681545321,-0.0441767700157281,0.116481214707124,0.00145976776721307,0.154746272952882,0.147578655283597,0.0718892977010175,-0.177057760660094,0.0295482094700878,-0.147179075235669,0.0216086651005519,-0.0527649826096153,-0.00197257724647948,-0.0180278775263548,0.20026124799167,0.088567488744031,0.00351104948412724,0.293453900191193,0.244954739400492,-0.210341069175313,0.247881995856472,0.00989916784217858,0.234083662852615,0.230633388339163,0.173257644885958,0.0325940415185148,0.244013930208251,0.0590722835714311,0.257004922083426,0.02084607753046,0.271508726011877,0.0209266058587802,0.0105421183204775,0.11572675641625,0.0643321388368349
"PDL1_Nishino",-0.585427229182528,0.212320546092641,0.606102604177669,0.0978520286396216,0.0471360381861566,0.640143286648577,0.0399203035870164,0.85859188544153,0.82219570405728,-0.424240848065562,0.112768496420043,-0.720433984272235,0.179086950820919,0.45525059665872,0.520883054892605,-0.049522673031018,0.762529832935565,-0.0954653937947426,-0.35142726796291,-0.287182580520432,0.376491646778039,-0.812052505966558,-0.0029918735686541,0.22494033412888,-0.678997613365129,0.169922213382835,0.829952267303106,-0.215990453460607,0.292080790932529,-0.0292362768496415,-0.32565340018292,-0.550427748195077,0.0936754176611018,0.15751789976134,-0.678997613365129,0.505369928400951,-0.617541766109764,0.69337102946442,0.0483293556085932,0.462726357742691,-0.569057974744794,-0.161897253229713,0.637337974064547,-0.576676084075735,-0.707040572792336,0.218816816496985,-0.551321375890475,0.338349264660816,-0.517899761336495,-0.596658711217161,0.884269931007473,0.237965991095717,-0.361520694495761,0.285799522673032,-0.441494135305335,-0.0495226730310288,0.707040572792369,0.713603818615756,-0.333391884688034,0.519689737470163,-0.253644455911743,0.338916023755341,0.635441527446306,0.376491646778049,-0.116945107398564,0.397819483619003,0.434714747651086,0.507280689708404,-0.825775656324553,0.551312649164684,0.597844053251664,-0.644813226649791,0.480109369474652,0.113365155131268
"PredictIO_Bareche",-0.770035569730826,0.0754257846058283,0.69246556301802,0.0705472097955488,-0.47708527196742,-0.16312622491543,-0.645513724378254,1.23250376905763,0.665382968359197,-0.317132096822523,0.60228536063302,0.298378097213191,0.630653485471408,0.838555937669056,0.0225451040661842,0.118388355375206,0.971090302911211,-0.334903099776538,-0.971847734399725,0.708061231860939,0.0761546473249827,-0.210917247099434,0.585113131011472,-0.586685577617936,-0.216828470586303,0.157751369559366,0.516391392046087,-0.0127882042145997,-0.110101834004678,-0.690799933999872,-0.522944580600206,-0.35656325334916,0.198867956581255,-0.0862053149134804,-0.692074189904585,0.199910290277828,-0.0317862866595676,0.439445328031598,0.176242345450134,0.396514314729176,-0.358936301144512,0.00282362459210828,0.719028156597161,0.283561542383365,0.567996113312358,-0.268013251208979,-0.730117474694449,-0.184870125431572,-0.810221819299888,-0.879802513234863,-0.0437620877125072,-0.296371549401938,-0.889180252697804,-0.0517128265368172,0.524937476503457,-0.522238752806405,1.01354987676507,0.523487716002062,-0.557426393977474,-0.120659323141008,-0.758969689818316,-0.230238754156774,0.394428379241754,0.712901844472854,-0.244734376403917,0.610558064360816,-0.268032738900559,0.0765315968773131,-1.08218829567139,0.332449308297961,-0.411224609039589,-0.00514333501962894,0.349469768104274,-0.10246180170585
"Teff_McDermott",-0.465308256409047,0.337713686990656,0.711469534050173,-0.00477897252091192,-0.144563918757481,0.541056255014648,-0.578411559617268,0.888888888888885,0.782556750298684,-0.196738716459835,0.543014446817908,0.0321201744172716,0.0658492600663793,0.516129032258057,0.487188579655013,-0.10454002389487,0.718637992831535,-0.302270011947459,-0.489350088331165,-0.334120282207333,0.308822727921284,-0.702238307369665,0.401101643394884,-0.411160140151342,-0.663375727863819,-0.608844687794264,0.474307222976179,0.266308050325227,-0.515954519216609,-0.596774193548428,-0.583167692442827,-0.830823879319283,0.181771373469425,-0.401380625280081,-0.654121863799324,0.485154464728394,-0.707287933094429,0.523546363803508,0.222795698924732,-0.0988727281834226,-0.685515717133671,-0.143700060413161,0.587813620071682,0.612684571622926,-0.279108870273443,0.413238231609545,-0.475676409681946,0.49205633885787,-0.759259259259308,-0.166385241400145,0.590061321063998,0.43298087825907,-0.545405000989496,0.527153980928954,-0.265945554642338,0.13889979675329,0.664795834706372,0.74014336917562,-0.480884109916399,0.560206072569876,-0.176059647175869,-0.104184977999018,0.656511350059728,-0.155095577847596,-0.337473905708329,-0.330901005111088,-0.0621266427718216,0.644351027551014,-0.709817335754839,0.47161865757193,-0.45206998015728,-0.399641577060961,0.21046051402266,-0.434302700509291
"Teff-IFNG_Fehrenbacher",-0.665715982683554,0.409999749549845,0.674501072290228,0.16457211250748,0.355745182048584,0.156844491604532,-0.585219366022892,0.922800718132859,0.735487731897074,-0.442017222287928,0.431388163583909,-0.418063898914734,0.491300198775926,0.584679832435674,0.436985674917497,-0.0987432675045039,0.73547973828108,-0.561766358814644,-0.78168791566602,-0.0466911611206264,0.386279927912599,-0.537389787872546,0.0333725493999127,-0.328514603573362,-0.383385920487357,-0.508979096210322,0.387174535246904,0.478188289394939,-0.328754012441736,-0.6243944449152,-0.576062283782258,-0.896911404905506,0.389163654094749,-0.0310659005458234,-0.658886894075393,0.339083273770326,-0.604685887243666,0.627788548094292,0.209164576980102,0.33237850975219,-0.730101735487702,-0.305059256421052,0.67377483533385,0.669001195183134,-0.199036540602757,0.00835276734098786,-0.490794202614869,0.45864692685716,-0.785501834276916,-0.295892686027746,0.340220957781351,0.48018549570383,-0.552477728372739,0.483152691889976,0.30519201236402,-0.0195607627066287,0.752525856125613,0.670111465046299,-0.356364416372878,0.336739404331917,-0.163710006157924,-0.331757902119662,0.787576463357432,-0.469437208089257,-0.286555174953874,0.0573381599736644,-0.252543387193318,0.484670031067108,-0.820466786355442,0.548174745661287,-0.535107218342137,-0.424494384895641,0.422099355080208,-0.389131224496187
