"","Patient102","Patient105","Patient106","Patient107","Patient108","Patient112","Patient116","Patient125","Patient126","Patient127","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient14","Patient150","Patient154","Patient155","Patient156","Patient158","Patient165","Patient166","Patient167","Patient168","Patient169","Patient170","Patient172","Patient173","Patient179","Patient181","Patient183","Patient184","Patient185","Patient188","Patient18","Patient23","Patient36","Patient37","Patient40","Patient47","Patient48","Patient51","Patient67","Patient75","Patient77","Patient78","Patient79","Patient8","Patient96","Patient98","Patient99","Patient9","Patient191","Patient189","Patient200","Patient201","Patient193","Patient196","Patient197","Patient204","Patient205"
"SEMA6A",4.14875251214174,5.86907186057137,7.62696398545428,7.1257340710903,5.6262483859427,4.40485935473518,7.54856447636054,3.26930649209903,7.03594580695971,3.16891672629713,7.26297996912391,8.18141666551326,5.68868751709902,9.05449344012943,5.53352551998986,7.41782893663537,3.81127144727137,6.49873557034931,3.26533860657931,6.40683335870131,-9.96578428466209,7.51779911898071,6.04919147897171,4.18295860635662,6.45084681626235,7.64891371037723,2.96259076738769,6.31143710600633,5.77555755734023,5.84254449897412,5.68731273754108,7.19022468545075,5.55236294813327,7.69604591207132,4.94117863021516,6.73223688720787,8.84754219474635,5.38264405633573,5.25856560338307,5.81245566828524,6.61669929913276,6.32504691041486,6.95833181617356,4.14714217239489,6.05974343493521,9.21345760496435,5.2104168736161,8.29331764986117,4.8047701297204,7.41481848751106,3.71351225565206,5.1651874812974,5.91692416074423,6.0397565138336,5.35178868621332,6.4955392365847,5.67246715479227,6.1230847406369,5.63518424580874,4.87875293422513,5.33274877691179,5.23956821651266,7.22249185134408,7.85814460859159,7.30389244458057,5.52709872760121,4.76165817742386,6.1028260728141,3.60914722747615,4.87094924361769,8.34821464933326,5.5331379471357,5.20924947320828,6.55360170869225
"CAPN3",5.97316689104438,9.2566861357534,9.48648732576937,-9.96578428466209,6.19488279659001,8.03633062483244,9.73342004002797,5.50157778878333,10.1371389922227,6.65124251924829,9.27694324228015,9.57886544193162,9.37233990842286,8.65369008756964,7.36875233158622,9.2365695214366,2.6790141731601,9.89806370691734,8.3229597743809,9.3195265357763,-9.96578428466209,8.03895896089214,10.9289222564243,9.14833431022497,10.4409507487539,9.01363085661882,4.79852374214945,8.21121510600628,8.96229489272272,8.68849628913043,7.87493988070829,9.44969918696105,4.79655705498588,10.237227698205,7.99437813113972,8.23551987324067,9.67897680349267,7.43927714932034,7.91010348245167,7.9341154357064,7.87701626201524,9.65776125494038,7.21461676059618,7.37073879255373,7.01740670811997,7.03633049321251,3.92525289390072,10.969802089499,7.62313306905578,9.96896453949058,3.9888786539818,6.45121482061564,8.31450065768704,8.24173314297864,7.77457581848396,6.89123489958528,7.21521323894023,7.86616847922899,7.82480769831943,8.41303764235111,10.346748721758,8.43411016695459,9.68792172835552,9.32919322632551,10.6791518757309,8.82430278636489,5.95116970613721,7.1810238556076,4.84895043120262,7.54307079647529,7.30309892403362,8.70808338366924,6.8614963457143,10.3509388729466
"COL9A3",5.71978281048036,4.05609315266913,-1.30455370468,6.42433204682037,2.08518597913897,4.40287908415875,2.78694139468013,2.412722982176,0.177848523520697,4.01294114073701,5.55994941160742,-9.96578428466209,4.50667445106497,2.12667642944812,3.47638477823668,-9.96578428466209,3.95591340794698,2.48474794870047,6.22513680157481,-9.96578428466209,-9.96578428466209,2.86113936817149,1.19273587464299,5.97537454539719,4.56123837157761,-2.51524948278052,-0.67191861853225,2.87761323695633,6.11640661365526,2.64329287876325,5.11090465944044,0.736151772141917,0.798274543543785,4.72107546921636,4.32980601387196,4.96691413046739,5.45795108972287,-0.621249287616421,0.960526156161376,3.89772144319612,4.84797243987264,0.0941999958695478,3.75337597535453,-9.96578428466209,3.74448472146388,2.36817640820093,1.94669683483751,3.85745469308844,5.23028681792359,1.58874126577999,1.92632653179911,-0.665452714150307,2.94960383840104,2.78475366594081,2.05830312780761,1.32718398466154,-9.96578428466209,2.66562728243348,6.61232583004357,3.07210120853776,0.618491762516721,5.50749494949293,3.56591069433555,1.41879564726836,1.09181921289757,1.76844093644258,2.01531839396799,1.23520791388495,7.45096915639208,6.16494446656398,3.99633327886431,2.64256691718564,5.56264265508312,-0.419786861846772
"TGFB2",1.42598860786236,4.29943173038512,-0.184490717186815,-9.96578428466209,1.97829692835555,-0.854445397534551,2.61395175720032,-3.53421062984585,-0.598848362801439,0.584756060297803,-1.79379473501008,-1.90401902790163,1.12632340004603,-0.216987845642876,0.875448580120808,-0.794586242204732,-0.852247973693843,0.962462993542931,-0.411689916173349,0.49008321644263,-9.96578428466209,-1.27994156770705,2.2699403548435,1.23240292896851,0.794148014051911,-1.07989547882584,2.1526540445178,1.75585363864118,1.16146648884825,2.47010275821048,-1.63017057236955,0.78192839571,4.25831725169072,4.00490359922711,-0.081724902072827,-0.393370252528819,-0.357047992428888,-0.473367168585466,2.64590654005464,1.15793889385404,0.67566607167132,-9.96578428466209,0.236169049018435,3.05279980944948,1.84665786833337,2.53807036085963,2.86735004193868,4.58295261752357,2.3651779559551,3.15094908817871,5.38810541391156,1.46206403191399,4.48386236260186,-2.07725107709957,0.201231116268989,1.18731228505518,-9.96578428466209,0.894800386866311,1.1314019170065,1.89526307112165,-0.827345005875949,-0.280317247026167,3.00459296089552,-0.327166920950331,2.6383685657475,-0.199950827419527,2.2534238246848,3.40465619114016,2.1011089705329,-0.657832170756527,2.49457993535854,-1.1803613976036,3.33668685874321,0.721176322855234
"CDC6",3.34568964260236,3.18832687758121,5.3808831396184,-9.96578428466209,-0.398677723603842,3.18057759150975,4.7668857774444,3.61701534642472,3.94632039022069,3.10228711633739,3.95617483330755,4.83747213877643,2.23288452189257,5.24450119215254,3.29141413057559,4.72116116001955,2.92584832872151,4.48772873287476,3.62666360155485,5.10207455689671,-9.96578428466209,3.88446283259916,5.80882574515981,4.52953179259891,4.52726174373003,3.81133391821061,4.99736729476836,4.14557849620779,3.65467367512878,1.56788437596478,4.21092460173359,4.77124589174972,5.75457346680644,5.92540300499302,5.68776467613209,3.56510929915681,5.66583370534685,4.60696656281369,4.6905198122041,1.34712974932427,5.72754997231114,3.67189976919226,3.7896368638499,2.31595011477185,6.22478760494772,3.792806318478,5.03465308480349,5.17486201008527,3.92836831142215,2.09110052870202,3.50443380896952,5.173075171498,3.16716912855499,2.93920375739069,4.96952904125085,3.31457919017721,3.95799832864515,3.99613561563663,4.61897132356968,3.11612067667328,2.60571595694219,1.07616600927649,3.80852504997164,4.8409973530703,4.06761567102324,5.22655708661547,2.3445531879087,4.01062128934787,3.48317943884281,2.30541634890079,5.96630053177637,5.53935901737174,3.82320477449435,5.20616930454903
"FMO2",2.86228975480791,-9.96578428466209,0.890596089376555,-9.96578428466209,-9.96578428466209,2.82595705449953,2.18968109492697,3.85506995341269,0.961584899987068,0.554402877798636,2.10199479974023,-9.96578428466209,4.29213364633178,-0.585732656744499,0.984097761704672,1.88466684366657,2.10417377144322,-1.75222747503599,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.721640654345344,3.35921687649893,-0.798121908232912,-0.917652135510947,1.41113365640058,3.52557868755931,3.80875428873287,-0.117720341331448,3.8805181679836,1.95069240738651,-0.310230392484172,2.60073734119194,0.864827496986231,-2.53430232293855,0.725900361563702,0.564076655884902,0.297533807335765,-1.44436857429502,0.371137409625125,-0.14564227263607,-9.96578428466209,3.13396131691275,-9.96578428466209,-9.96578428466209,3.20643506492291,1.71969171728475,-0.867929912350935,-1.9657390905809,4.82636323092854,3.42275741676337,0.824925004194469,0.780332305960128,-1.81523172946654,-9.96578428466209,1.74510452045793,1.78013298738108,1.45160833511322,2.32957593827388,3.89267320646684,2.53108974086367,-0.192957474054926,4.80287974955313,2.65831150583963,1.83598705566734,0.0222048366364108,3.02435734410036,2.4670293499879,3.43677319160502,0.925612094985934,-3.67692974392673,-3.30679078789986,2.36818768234169,2.61535413410241
"PTGS1",2.3293089208997,-0.348616973963166,1.71337994978012,-9.96578428466209,-1.39677707257948,2.60949817519119,3.19325527722491,1.56216666591665,3.42463446332217,4.64634734026186,1.8338673436654,2.86687326573731,3.18788166999036,2.17618541829457,3.88101888903215,1.24684458165164,3.92575340151427,1.87750290266908,0.563906965188782,2.51930208245069,6.25392444001744,2.1128131477846,3.84347694799557,1.23240292896851,0.137515635412502,1.50252337381689,4.77601396530099,2.36868263828888,1.70315829380925,4.38744913300837,3.73353498499785,2.41798369549621,1.28988795706981,2.3853619685929,0.917511506368265,2.09273714027688,0.993812974222961,2.44811164402199,3.60626612125694,5.52241954395221,2.64926231061412,0.198442361579325,3.89563082741817,2.99214449374245,1.66030007003847,2.27926044728042,0.390206253351491,0.956149104093258,1.62601714797037,1.00401856533168,3.12430509661472,1.37720687094633,-0.435367100277299,0.661721178949146,0.371016681223088,0.987107984998766,3.12156999861298,2.69923043948114,4.45981470410341,3.53995769194945,0.940231904841476,2.14452067591168,3.54461772746721,3.33413008781378,1.46873317385608,2.88132729760563,4.91572130325024,2.33974909658361,2.4913443316638,4.1325300540609,1.90479752983248,1.86512435592848,3.46187554551427,3.75383086479923
"CRAT",3.92291681000776,2.88451633991101,3.64344992557326,-9.96578428466209,2.32217366130905,4.58856316488089,1.89191731802985,2.86195787674195,2.91372964419117,4.1887349769774,2.89441066878452,3.28251926782493,3.69212082172239,3.4493219199232,3.59914658589473,1.84575853729005,2.7572162896532,3.36544081507311,2.95880841982508,2.56602511220214,-9.96578428466209,3.95051612398612,3.61002351059954,2.56035924745669,3.35178449113107,3.56406383869806,4.29739798834581,3.93692460741946,3.35427038348917,3.93744144617566,2.33833460315923,3.00527046088354,2.32129535312942,3.4076669134075,2.4117833438366,3.92988922840739,3.62691196302997,3.76150746010974,3.19126810888442,4.38887386703577,3.92508420656907,2.64151570708307,3.52968935973282,3.20563381981797,2.99581518792501,3.81310442567602,2.85993358946939,3.20931788516261,2.87179046551105,3.30112596575426,3.93343347498292,2.50243688824838,3.1925889200881,2.91232400114428,3.55412746762357,-0.318481171342569,3.08177362728224,2.62624013820979,3.99775771666036,4.18904817029942,3.14545243780721,2.91779285865599,3.67526848353962,2.32338698629815,4.17316377146417,3.54147929860723,3.32216055727382,4.4260542619238,4.76526437493647,3.41123244393256,3.10556688086563,4.81025569849304,4.10960375482129,2.69206773075102
"SEMA4G",1.53375323867694,0.465034706360008,1.73413222504212,-9.96578428466209,-9.96578428466209,0.961846303201349,3.3112986457767,1.3660143563813,2.58431699112978,4.57253912535595,1.6697967212474,-0.769463613602137,0.204083170372032,2.1806031133823,2.97187032893221,-0.725989890757688,0.806483822949932,3.1619286304136,-0.665077491172246,-0.94355312191717,-9.96578428466209,-1.06891526216968,2.30310042043918,1.44090689153426,1.70299352066639,2.29877394849755,1.05439633835311,1.81133263117909,1.96854496949131,2.97984096964079,2.69470309555423,2.20766620545011,2.46067182193202,1.1156625790642,1.57327799970029,2.48230926710104,2.69260669949779,0.490032148146943,1.46649214568776,2.35274562290584,0.421522981210689,-9.96578428466209,0.581682830043086,0.813980861133204,-9.96578428466209,3.0829100037214,2.63943193614446,1.60121601080349,3.07754474523093,2.92632098285084,0.965679945427544,1.16579045542003,2.01891925838174,1.85250713415685,-9.96578428466209,4.24885063525836,2.49941586971201,2.15184516632281,0.627204979822749,1.70922017515939,2.76072259418366,1.04055920575434,2.56603251195901,2.30690217669445,2.77293396774949,-0.36966869811435,3.17680203872524,2.27442154733673,1.80700192337275,2.73569162551609,2.37086749166175,2.17103522130573,2.21276495523194,1.09601540644433
"SORBS1",3.82260113306167,2.49917815477264,1.1749102193979,2.47152392524259,3.82448731982251,5.24156811073403,4.12642094434849,0.771751230813011,3.32871928027017,5.89367333414641,4.89612302231751,3.9733063990448,5.36777210345634,4.90132775721522,5.68294078596359,3.42292046052854,3.16265352020569,6.07000368213738,4.3601840640947,4.22821829863366,-9.96578428466209,3.88868095694399,5.70565398811863,3.80343409449876,4.78454429197257,6.13675014518222,2.33729382662737,5.73348160545665,2.97440891917385,5.89654548344635,4.14417248434159,3.63295443336913,1.72861742608031,4.59636391800031,5.75425882715551,6.11530358314152,4.14647371710863,4.27174991850323,5.47608802027499,4.94530259662214,5.76139456629786,4.22426758590787,4.7663781561251,5.19016898350482,7.37058747900165,6.08037050176296,5.34466590194391,3.79422839105186,5.26992009261641,7.1914856210405,3.05822366157245,3.55638156938273,5.08458887092166,7.78794358896357,4.7329702430051,3.33882431964611,4.71782631441131,3.87324398840515,3.53997991969313,5.3248042873216,6.2105265277373,3.7894962895186,5.46032850609592,4.36756271990281,5.01915698965271,4.31328724405211,4.42659388112213,6.09575220084642,5.54937089518321,4.98516495931535,6.30310805929868,3.62149346578815,5.21895710278548,2.7812067304591
"IL11",-0.970268480009878,-9.96578428466209,-2.57957978165359,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.39548139765753,-4.26007642962806,-9.96578428466209,2.22795798639852,-1.89297315320278,-9.96578428466209,-2.37463093399099,-1.64478164274459,-0.445300410984793,-9.96578428466209,0.27960069849846,-5.28469532352587,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.96794139728205,-9.96578428466209,-3.65591825986321,-1.17676816172733,-9.96578428466209,-2.12672762986216,-1.9509826348698,0.241741352763192,-1.97448210040157,-4.16867641694235,-9.96578428466209,-3.89717150488533,-3.27090313990729,-9.96578428466209,-4.12337418783991,-9.96578428466209,-4.91053772793577,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.59391562501119,-9.96578428466209,-4.70212661009284,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.129758978574013,-4.63153150140982,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.95274363231951,4.60733283213363,-2.07173968930333,-9.96578428466209,-2.68778222924366,-4.49408545707133,-3.12370293518338,-9.96578428466209,-1.90668283384568,-1.68084529428725,-4.70456827707474,-9.96578428466209,-5.00532996433806,-2.87750452431646,-1.63856742539135,-2.35648832133439,-2.94660568268015
"DSP",0.323511446386254,0.723175353146582,0.220364194889608,3.81675323487635,-3.70358943504192,5.83902136134838,7.67956286391954,-2.05956866724919,0.788842585344497,5.19239612095938,5.73052195036003,2.54696741602053,2.76273856747462,4.72805926313104,7.31674907641583,5.51294381257521,3.54642342899065,5.55959344102406,2.15607904369545,-0.234139183638231,7.97854419225691,2.09831694722911,-1.82955858122554,-1.44876582500516,-0.861173430435706,0.955270564770612,2.47578755478041,-0.855492513855067,0.203894649266979,8.5658400238444,8.76282069197104,0.951760165762019,1.04607106119423,-0.568227074145573,0.397011389063751,2.98824404573269,4.78983243897795,5.67291630791286,7.27596065221621,8.99844048746708,3.48432674810209,-5.17595944623875,8.05565993918769,7.1848255824174,4.28090859455272,7.77581780589433,-2.27375287139914,-4.3012691171462,-1.9657390905809,2.34935701456868,2.22024777179967,-0.0224205150260588,-3.04981340778718,4.74579004945354,7.76355997654662,0.0478972309885925,-2.48520506855546,-0.459471263700191,4.69191479382034,0.667252386841517,-0.380568841784616,5.95396705506499,3.54997050405598,1.44915805453461,2.00462429937823,1.42341989671268,10.8549936967512,1.36639915662902,-9.96578428466209,7.53183813807855,4.3746898494351,-1.83057094244724,6.4411738066117,2.35720713149618
"IL12RB1",1.32293488616985,0.493028983056493,1.77476216339541,-9.96578428466209,-9.96578428466209,4.55507350807807,0.727062643976525,4.56173911492329,2.63623627861604,1.53848684349184,4.33329434274518,0.442131023263495,3.10988795333099,2.1806031133823,2.11696738978989,-1.06416028319144,3.6586686390986,-0.385975531993911,-1.55620280624668,-1.87689160610823,-9.96578428466209,-9.96578428466209,0.270837454361062,0.295700340247525,-2.74716243783159,-1.24000140875104,2.84561803257264,1.02231096247919,1.53328867511255,0.301088782059226,0.214597382537047,-0.217232792786911,1.15564442883574,-0.870290810778613,-1.03721992684038,2.79562494075437,-0.697592245762601,1.85397614875576,1.7941906942316,2.54019457600422,-0.59486142680462,-3.21561554776084,2.43814997486446,-0.185198752568392,-9.96578428466209,0.271795206234991,-0.830719172876394,1.52848426355043,-1.70364421576878,-1.07611819015329,2.29865803724164,-0.758409579311534,-0.515425973758389,-0.316020302345367,-2.79001144346081,-2.97188293547791,4.39144244129301,2.85642145426521,2.73549789669714,3.57191931371091,-0.827345005875949,-0.957338276058388,2.43330078484093,2.20975383114224,-0.851111446682069,1.51161517145084,1.03404471123918,2.0455670920791,-9.96578428466209,2.17671027481842,-1.78363438554293,-1.73137739919816,1.50168431684582,2.57229254664439
"PCSK5",1.77734488298809,-5.1560565666028,0.438370552998981,-9.96578428466209,-9.96578428466209,1.65036340385913,2.46135591140598,2.24629497215814,0.651422563556924,2.28452967015704,-0.574263545837521,0.413583108732897,1.74758045301561,-0.0420927918911566,2.3148641275518,0.765069515561467,0.192212137805312,0.0516517447089023,1.68792363975653,2.31220485400832,-9.96578428466209,0.0549752980444471,1.65761498719105,-0.17097634923202,-1.2388990645959,1.92689140594676,2.33169223122214,2.7461811094668,-1.22283050003281,4.78825605184586,0.629324024507701,2.62052749753363,-1.02968191646092,-0.10584241699097,-1.66363707171372,0.725900361563702,-0.903683205534264,2.347269108137,0.710123289835301,2.65922760177597,-0.704313906497573,-9.96578428466209,2.80500574363556,1.70976531051138,3.12034532737842,2.08308025897897,0.8304891298901,-1.86529933258492,-0.483939545143638,0.226924710216354,1.19618374134434,-1.85515880418315,-1.00002815203312,-5.34540023056789,1.8326490095647,0.0770156646993787,-0.432463645177754,-1.0864208408782,3.96828237975534,1.984323391049,-0.763325974596606,-1.69243753404583,1.78633299025243,2.15554538401944,1.71961152101732,1.12098262571509,2.35919709468651,1.84267981546428,-1.19011486342073,0.703346254273177,0.371703994949078,-1.31753799531146,1.4731253541064,2.08696274426338
"SCD",4.85176630684247,4.57134385877722,6.44913775971278,2.40498501256616,4.05236503973283,6.0172194197727,3.88240783237882,3.39397358734115,5.83401558141125,4.48673568729612,7.92628248851829,5.30054878102956,5.14147056608988,8.17849636991916,5.20849804703822,5.35269154155987,4.33695238285104,7.35969011560873,6.2629343093517,5.54154053878285,6.51088945719752,4.97745433156807,5.28997972749299,4.67663003115819,6.04727154969732,6.25363579639036,6.73889355296918,6.03382195160708,4.65649850816604,5.16437304132209,3.9623843403423,5.95291467504779,4.28133467502484,6.8231224205511,6.20048690348009,6.42603908847743,7.50252442712959,4.6729445861458,4.93212493628947,3.59833868876915,4.51511089246064,2.65989130973782,5.48052870452352,3.38484011313192,6.0215373458119,5.85138724415498,3.70701571260524,5.17882807487499,3.41418090003623,5.75672821163491,4.87444333713527,5.98153627005467,1.79658616496206,5.82175943874566,5.83590042636171,5.11920832000853,5.4916195547392,6.43409102928762,5.1972246844289,5.92051470256522,5.96098273730653,5.82124291424187,6.53846338059519,6.58421141884977,5.9626505786942,5.39751160164939,5.11330523852225,6.42975927402577,4.08146890453832,3.33142007744925,6.67656228786362,6.40645890080739,4.48523868946678,5.15913314360381
"NRP1",6.22703984995426,2.41388638603742,5.32298440104718,4.44597964334504,4.71633775698704,5.05745089724764,5.76811105512196,5.16326367166966,5.4224229954456,4.9251747841851,4.33054910232606,6.09059266471873,5.43648322845827,4.84469262846238,5.00291428452683,4.60779831879071,6.10498113656008,2.28759383157803,4.21911061401381,6.46961959109816,7.01994729890125,4.62981353088009,6.28815099365604,5.33429604329308,3.72127539915999,4.14291150796655,7.662852518602,6.20196172462181,4.93138681129959,6.68011187071828,4.38557224112876,6.48932688438656,5.03350294449511,5.06492775364859,3.91684303206467,5.20920494626631,4.57190101368209,5.08150421581193,4.61619056894751,6.74423311110417,5.38250490286068,-2.63512732840737,5.96967632671387,4.5799332690932,6.51509299932724,5.45539266717464,5.92784424439713,3.22857771859932,5.05102585472271,4.46461644244124,6.15135624836735,2.82431406134904,3.09822963664721,2.68240734186648,5.35077380069939,3.08659699650591,4.52170753107748,4.5661853209667,8.47947541310439,6.44065559803735,4.41808777629551,3.3546952471621,4.91083175726984,5.44238744534815,4.33023892113043,4.81463155976435,6.34979678083009,4.42103205385095,5.40441016963613,4.75336981696306,3.8514937669238,3.36550224833035,4.14171410034019,5.83146192066291
"TIMM13",3.35551410924886,3.38041699975345,3.43743867263747,-9.96578428466209,3.13563618262322,3.77163882675852,3.47355461327219,2.29225129080888,3.12575395169518,3.01581797356511,3.35783959383099,0.877953096497691,2.65152036434284,1.86095823862877,3.34219714334656,3.0104430845658,2.05548210079602,1.64708708301805,2.52118794821528,2.25987508048296,-9.96578428466209,3.53214316891598,2.65096108052521,3.98081838977453,2.7713654663084,3.21231157841576,2.03349263295915,3.14566000768893,3.23841833689144,2.99642176384161,3.83143245681285,3.5691132133792,4.09061779613086,4.26737771693813,3.00181652923363,3.43003364079027,3.30021256293574,3.90188261277268,3.55182289347213,2.81263535750665,3.98360650743201,2.44361032995343,3.26851640545351,2.24345254981088,4.0035863809968,2.78118281559937,3.83357039537999,3.77863266634937,3.66099679597739,3.79058034360831,2.77525209396164,3.34920712176251,2.82916377487027,4.39082811958932,1.32156844087743,4.44168613479328,3.98251908319121,3.12720292945101,3.091958793146,3.4141709697003,3.12021802351324,2.76253632746616,3.26434476617312,2.9862457987098,4.33023892113043,3.23594950431692,3.28045453661304,3.83106359140521,3.98990219367781,3.50228862703135,3.44673873541056,3.30836399686843,3.37578286020495,3.17989173797219
"MMP11",2.41948933179037,-2.87587891833618,2.19718715264838,-9.96578428466209,-9.96578428466209,4.91465480455822,3.81617872981153,3.47147577573567,3.74484746249199,1.55391160062535,1.60766020762299,0.277628676198753,0.86658670267561,3.81308260003326,3.60104346462646,2.56327764490537,3.24909231864147,2.05916735197031,2.45900425778743,2.11027192146912,-9.96578428466209,-0.00636486727550646,3.35131245087327,2.09782475171269,0.895970901146975,1.7029902830961,1.348715446988,0.668871293775978,3.8013824706217,2.9245982483013,3.43157955200332,4.39586747288614,3.82176296925479,3.06270190915396,3.80023491636659,1.80950372467074,2.62702873743449,1.29694676922384,4.63922060598259,3.41314013333032,2.39882639293516,-9.96578428466209,4.93311676197391,-9.96578428466209,5.76767333820066,4.02184334328632,2.39452273595058,2.20947385840966,4.24592127871193,0.326378200285687,6.18529082312126,1.8084026490145,3.59413812193324,2.12643164801281,2.02814847534432,-0.0121643761105652,2.57302603936028,1.23305435915812,3.07362136705673,3.04337294062194,2.69387771598586,3.33278262934402,2.29987322642199,3.59849581871156,2.22554358871223,1.41036863366498,1.87969847799983,0.843081987724678,2.98050898175631,2.91354822549823,2.11861279524508,2.522091750084,3.43250938604006,7.62513097672242
"GGT5",2.08351086053327,-0.746581955979402,1.09694320618135,-9.96578428466209,-9.96578428466209,3.35048491282331,2.39159861297194,3.34877853573174,1.39951197685597,2.4585254199378,1.15293371818205,-2.22459791669122,2.29764130317695,1.06623190215149,1.23923654032416,0.922933836721091,2.91565390805732,-2.74737551661456,0.802945519929055,-1.3147060487523,-9.96578428466209,-9.96578428466209,0.9526465095028,0.718092884640384,-2.09861229765221,0.0628233956576287,2.10747559444228,-0.330221538339924,2.47449757802469,3.72006501974539,2.53553049816831,1.85830264426941,1.59666358699774,1.36029228483226,1.70568576799506,1.71096899187041,-0.145795882974758,1.54261121626064,1.87402160298297,4.13358383511458,0.175966598449352,-2.22233218418697,2.22771805540478,1.77294023490691,2.48581660426813,2.06384861044977,0.670119899602006,-1.15685154160762,0.857230152053831,-0.258009114390021,2.34373690425811,-0.273680206030633,-0.690246613038075,-3.07117568009929,1.5509653989306,-4.53438360224182,1.00991130900851,-0.546810125266352,4.31512200713209,3.91549961108165,0.665767164022985,0.625755470981382,1.21512026816056,2.18591228699857,2.40958970001195,1.35694985622833,4.14749318940177,2.72105822377383,3.51768591987409,2.89028155956575,0.212635479252915,-0.431665785950516,1.82915548414116,2.4953438562827
"GGT1",3.70200777375117,-2.20178377934335,3.3119198967496,-9.96578428466209,0.448473644746982,2.53189034504175,3.15165898713517,4.60284260230137,2.74832929503013,5.0253990450642,3.77418949693248,-1.64188479429628,4.45556142421275,2.79024259691508,2.97772231069347,1.78828935842695,3.94592996496798,3.58287460033955,0.762327161541241,0.744846189492488,-9.96578428466209,2.74030232285717,3.29473457693006,2.19968138634705,1.95183659517517,2.82919844477766,3.8669765572814,3.0604539245287,0.802106628780153,2.61135515613266,2.38355505230278,4.2199583686152,2.41732344846161,3.83130504229398,2.94935578006395,3.34809984985959,3.64831913593146,2.63898332037285,2.25244239621926,3.71743109172219,3.87522703179801,1.41531696004012,2.83505872109152,0.644158433498059,3.07256301585533,2.72107075386878,1.51771378625425,2.68145524996815,2.79435724935089,2.60839769731998,1.94595020920802,1.21552169255215,1.93103453396742,2.421537540133,-9.96578428466209,-3.23265535519117,3.73241206398295,3.36709997764771,3.3371397547562,3.30775927101584,0.493046305328747,4.51889242052081,3.43894904573355,4.77061054203688,2.00462429937823,2.39029249743326,2.70706014385036,3.56804945943673,-1.87996825945064,4.01643988195114,6.54858123509803,5.47590713153838,2.44372445845005,2.42101004577915
"LGALS2",-9.96578428466209,-4.18200866948972,-0.0721389557699483,-9.96578428466209,-9.96578428466209,3.12880086441805,0.972682539504038,3.0930031710726,1.48289726201242,2.36543351364032,-1.61381110287932,-9.96578428466209,4.10980439542544,-2.7039989207956,3.84465564304971,-2.33996518763397,2.11014628592405,-0.532614945341539,-0.721569517866797,1.13405421259039,-9.96578428466209,-1.71926352846805,-0.694854724871079,1.69457777218818,-2.74716243783159,-3.72668648949289,3.47056945495167,1.89074507723748,-0.224515138613873,1.94628369679971,1.58306897119205,-0.217232792786911,-0.977319692146071,1.30822443289157,-0.425268305946799,2.82284252571033,-9.96578428466209,4.5892011785641,2.51684816493786,5.685564368481,1.66791189877511,-9.96578428466209,2.2941315566342,2.51385234612687,-9.96578428466209,2.24551869022734,-0.737770148437665,0.315019436281744,-1.58852851941637,0.449141018369906,3.04463623597708,-2.33849932097726,-1.94078359032531,-1.49431940746428,2.87259804438981,-2.10256792306585,-9.96578428466209,0.429432369976717,2.60963320713769,-1.14861602657986,-0.532363263673764,-0.957338276058388,1.20157959878294,2.74244456411231,2.29225576009757,2.1444922296399,4.21345281352789,-2.56420213649147,-9.96578428466209,3.91345248547162,-0.648842730556052,1.46598043395384,2.39887859673556,-0.753702527097775
"LGALS1",9.52810805416071,6.92214627878773,7.97660610770167,8.89422768661413,7.4234315732975,8.81732508980673,6.95171978343772,6.0192353518143,8.50923475930753,8.74103883297681,7.47561946611979,7.67206163462568,8.88940675647985,8.96836994256791,8.8405497648469,8.50730614207218,8.96156402036512,9.27202117275891,9.21321979242862,7.25991633772102,-9.96578428466209,8.04002599517133,7.93018204355706,8.65712482948393,9.30405812780003,8.65078414740987,10.2187519139424,8.68004838415057,7.56446765369059,7.80815875126291,8.90034336113918,8.51686058211322,7.17140736643841,8.8817930562642,9.61450674575564,9.23883674135289,9.50100755152219,8.31046423358998,9.08308399064008,8.59355991711887,9.62215785479851,7.70424850148161,8.37673586740862,6.07370897777563,9.70390018528695,8.26469470201236,6.80745244561591,7.66418682165399,8.66705398670759,7.52447106551124,9.65684915941377,8.77792207990766,6.60146626933288,7.92480223027437,8.96758372946928,8.64975241715468,9.45055429738737,9.07622148632172,11.3347536065242,8.23029879492731,7.85021876361172,8.39741396811121,7.97611780686323,10.003566199463,10.1689995661002,10.2987085030959,8.91590866769709,8.7707375228234,9.44735301485894,7.81002252536205,9.61816369788877,9.58703102961347,7.94298563322521,10.9358725681743
