"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"R vs NR","CXCL13","Gide__Melanoma__PD-(L)1",-1.754,0.577,38,0.00238612687819851,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","MS4A1","Gide__Melanoma__PD-(L)1",-0.986,0.417,38,0.018100534598151,"Melanoma","PD-(L)1",0.059294854718081
"R vs NR","CCR5","Gide__Melanoma__PD-(L)1",-1.051,0.454,38,0.0206621728504278,"Melanoma","PD-(L)1",0.0633195619609883
"R vs NR","FCMR","Gide__Melanoma__PD-(L)1",-1.433,0.532,38,0.0071033864165725,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","REL","Gide__Melanoma__PD-(L)1",-0.556,0.405,38,0.169614888657441,"Melanoma","PD-(L)1",0.298396563378832
"R vs NR","CTLA4","Gide__Melanoma__PD-(L)1",-1.368,0.555,38,0.0136814933399302,"Melanoma","PD-(L)1",0.0556857948146778
"R vs NR","DNAJB14","Gide__Melanoma__PD-(L)1",-0.355,0.352,38,0.313418676051998,"Melanoma","PD-(L)1",0.42535391749914
"R vs NR","PRMT9","Gide__Melanoma__PD-(L)1",-0.033,0.341,38,0.922622413088124,"Melanoma","PD-(L)1",0.952707926558389
"R vs NR","TRA2A","Gide__Melanoma__PD-(L)1",-0.289,0.356,38,0.417258196505283,"Melanoma","PD-(L)1",0.53566930632435
"R vs NR","TAGAP","Gide__Melanoma__PD-(L)1",-1.161,0.497,38,0.0194563952062687,"Melanoma","PD-(L)1",0.0616119181531841
"R vs NR","BORCS5","Gide__Melanoma__PD-(L)1",-0.38,0.369,38,0.303249157132696,"Melanoma","PD-(L)1",0.423656910700089
"R vs NR","CD3D","Gide__Melanoma__PD-(L)1",-1.413,0.529,38,0.00752184809911361,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","TUBA1A","Gide__Melanoma__PD-(L)1",0.59,0.402,38,0.141929795561399,"Melanoma","PD-(L)1",0.259294818814095
"R vs NR","TUBA1C","Gide__Melanoma__PD-(L)1",0.271,0.342,38,0.428655694712372,"Melanoma","PD-(L)1",0.542963879969004
"R vs NR","NFKBID","Gide__Melanoma__PD-(L)1",-1.445,0.603,38,0.0164708115191931,"Melanoma","PD-(L)1",0.0579528553453089
"R vs NR","CXCL10","Gide__Melanoma__PD-(L)1",-1.646,0.565,38,0.00357585799278545,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","CXCL11","Gide__Melanoma__PD-(L)1",-1.653,0.6,38,0.0058301774773709,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","GPR183","Gide__Melanoma__PD-(L)1",-0.391,0.366,38,0.285950897500038,"Melanoma","PD-(L)1",0.408717772490565
"R vs NR","CXCR6","Gide__Melanoma__PD-(L)1",-3.116,1.158,38,0.00713569285966343,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","CMKLR1","Gide__Melanoma__PD-(L)1",-0.477,0.374,38,0.202710568703772,"Melanoma","PD-(L)1",0.326398373336583
