"Cancer_type","Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval"
"Melanoma","CXCL9",-0.520419460552587,0.191806066715936,-0.896352443332109,-0.144486477773065,0.00666250905872357,0.0317517993289144,0.388544602721808
"Other","CXCL9",0.146639944279022,0.217845732869529,-0.280329846330988,0.573609734889033,0.500860366847916,0.279932215460825,0.249384812439208
